<  1     1     0        2.0000        -1511.1547           -55.5335
<  2     2     0        2.0000         -108.1659            -3.9750
<  3     2     1        6.0000          -69.6436            -2.5593
<  4     3     0        2.0000           -7.7530            -0.2849
<  5     3     1        1.0000           -2.7121            -0.0997
