  1.041667E-03  7.004233E-03  6.585384E-03
  1.067396E-03  7.177238E-03  6.746843E-03
  1.093761E-03  7.354516E-03  6.912235E-03
  1.120776E-03  7.536172E-03  7.081654E-03
  1.148460E-03  7.722315E-03  7.255195E-03
  1.176827E-03  7.913056E-03  7.432959E-03
  1.205894E-03  8.108507E-03  7.615045E-03
  1.235680E-03  8.308786E-03  7.801558E-03
  1.266201E-03  8.514011E-03  7.992603E-03
  1.297476E-03  8.724304E-03  8.188289E-03
  1.329524E-03  8.939791E-03  8.388727E-03
  1.362363E-03  9.160600E-03  8.594029E-03
  1.396013E-03  9.386862E-03  8.804313E-03
  1.430495E-03  9.618712E-03  9.019697E-03
  1.465828E-03  9.856287E-03  9.240301E-03
  1.502034E-03  1.009973E-02  9.466251E-03
  1.539134E-03  1.034919E-02  9.697673E-03
  1.577151E-03  1.060480E-02  9.934698E-03
  1.616107E-03  1.086673E-02  1.017746E-02
  1.656024E-03  1.113513E-02  1.042609E-02
  1.696928E-03  1.141015E-02  1.068073E-02
  1.738842E-03  1.169197E-02  1.094152E-02
  1.781792E-03  1.198074E-02  1.120861E-02
  1.825802E-03  1.227665E-02  1.148215E-02
  1.870899E-03  1.257986E-02  1.176228E-02
  1.917111E-03  1.289056E-02  1.204917E-02
  1.964463E-03  1.320894E-02  1.234297E-02
  2.012985E-03  1.353517E-02  1.264384E-02
  2.062706E-03  1.386946E-02  1.295195E-02
  2.113655E-03  1.421201E-02  1.326747E-02
  2.165862E-03  1.456301E-02  1.359058E-02
  2.219359E-03  1.492268E-02  1.392144E-02
  2.274177E-03  1.529123E-02  1.426025E-02
  2.330350E-03  1.566888E-02  1.460718E-02
  2.387909E-03  1.605586E-02  1.496242E-02
  2.446890E-03  1.645239E-02  1.532617E-02
  2.507329E-03  1.685871E-02  1.569863E-02
  2.569260E-03  1.727506E-02  1.607999E-02
  2.632720E-03  1.770169E-02  1.647047E-02
  2.697749E-03  1.813885E-02  1.687026E-02
  2.764383E-03  1.858680E-02  1.727959E-02
  2.832663E-03  1.904582E-02  1.769868E-02
  2.902630E-03  1.951616E-02  1.812774E-02
  2.974325E-03  1.999811E-02  1.856701E-02
  3.047791E-03  2.049196E-02  1.901672E-02
  3.123071E-03  2.099800E-02  1.947711E-02
  3.200211E-03  2.151653E-02  1.994842E-02
  3.279256E-03  2.204786E-02  2.043090E-02
  3.360254E-03  2.259231E-02  2.092480E-02
  3.443252E-03  2.315019E-02  2.143038E-02
  3.528301E-03  2.372183E-02  2.194790E-02
  3.615450E-03  2.430759E-02  2.247763E-02
  3.704751E-03  2.490780E-02  2.301985E-02
  3.796259E-03  2.552282E-02  2.357482E-02
  3.890026E-03  2.615301E-02  2.414285E-02
  3.986110E-03  2.679875E-02  2.472422E-02
  4.084567E-03  2.746043E-02  2.531922E-02
  4.185456E-03  2.813842E-02  2.592815E-02
  4.288836E-03  2.883315E-02  2.655133E-02
  4.394771E-03  2.954501E-02  2.718907E-02
  4.503321E-03  3.027442E-02  2.784168E-02
  4.614553E-03  3.102183E-02  2.850948E-02
  4.728533E-03  3.178767E-02  2.919282E-02
  4.845328E-03  3.257240E-02  2.989203E-02
  4.965007E-03  3.337647E-02  3.060744E-02
  5.087643E-03  3.420038E-02  3.133941E-02
  5.213308E-03  3.504459E-02  3.208830E-02
  5.342076E-03  3.590961E-02  3.285446E-02
  5.474026E-03  3.679596E-02  3.363826E-02
  5.609234E-03  3.770415E-02  3.444008E-02
  5.747782E-03  3.863472E-02  3.526029E-02
  5.889752E-03  3.958822E-02  3.609928E-02
  6.035229E-03  4.056522E-02  3.695744E-02
  6.184299E-03  4.156628E-02  3.783518E-02
  6.337052E-03  4.259200E-02  3.873289E-02
  6.493577E-03  4.364298E-02  3.965099E-02
  6.653968E-03  4.471984E-02  4.058989E-02
  6.818321E-03  4.582321E-02  4.155002E-02
  6.986734E-03  4.695375E-02  4.253180E-02
  7.159306E-03  4.811211E-02  4.353568E-02
  7.336141E-03  4.929898E-02  4.456210E-02
  7.517344E-03  5.051504E-02  4.561149E-02
  7.703022E-03  5.176102E-02  4.668432E-02
  7.893287E-03  5.303765E-02  4.778104E-02
  8.088251E-03  5.434566E-02  4.890212E-02
  8.288031E-03  5.568583E-02  5.004802E-02
  8.492745E-03  5.705893E-02  5.121923E-02
  8.702516E-03  5.846577E-02  5.241623E-02
  8.917468E-03  5.990717E-02  5.363949E-02
  9.137729E-03  6.138397E-02  5.488952E-02
  9.363431E-03  6.289702E-02  5.616681E-02
  9.594708E-03  6.444721E-02  5.747185E-02
  9.831697E-03  6.603543E-02  5.880515E-02
  1.007454E-02  6.766261E-02  6.016722E-02
  1.032338E-02  6.932968E-02  6.155857E-02
  1.057837E-02  7.103760E-02  6.297971E-02
  1.083965E-02  7.278737E-02  6.443117E-02
  1.110739E-02  7.457999E-02  6.591346E-02
  1.138175E-02  7.641649E-02  6.742710E-02
  1.166288E-02  7.829793E-02  6.897263E-02
  1.195095E-02  8.022538E-02  7.055057E-02
  1.224614E-02  8.219994E-02  7.216144E-02
  1.254862E-02  8.422274E-02  7.380576E-02
  1.285857E-02  8.629493E-02  7.548408E-02
  1.317617E-02  8.841769E-02  7.719691E-02
  1.350163E-02  9.059222E-02  7.894478E-02
  1.383512E-02  9.281975E-02  8.072822E-02
  1.417684E-02  9.510153E-02  8.254773E-02
  1.452701E-02  9.743885E-02  8.440384E-02
  1.488583E-02  9.983301E-02  8.629707E-02
  1.525351E-02  1.022854E-01  8.822791E-02
  1.563027E-02  1.047973E-01  9.019687E-02
  1.601634E-02  1.073701E-01  9.220444E-02
  1.641194E-02  1.100053E-01  9.425112E-02
  1.681732E-02  1.127043E-01  9.633737E-02
  1.723270E-02  1.154686E-01  9.846366E-02
  1.765835E-02  1.182997E-01  1.006305E-01
  1.809451E-02  1.211991E-01  1.028382E-01
  1.854145E-02  1.241685E-01  1.050873E-01
  1.899942E-02  1.272094E-01  1.073782E-01
  1.946871E-02  1.303233E-01  1.097113E-01
  1.994958E-02  1.335121E-01  1.120869E-01
  2.044234E-02  1.367774E-01  1.145055E-01
  2.094726E-02  1.401208E-01  1.169674E-01
  2.146466E-02  1.435442E-01  1.194728E-01
  2.199484E-02  1.470493E-01  1.220221E-01
  2.253811E-02  1.506380E-01  1.246155E-01
  2.309480E-02  1.543119E-01  1.272533E-01
  2.366524E-02  1.580731E-01  1.299357E-01
  2.424978E-02  1.619234E-01  1.326629E-01
  2.484875E-02  1.658647E-01  1.354349E-01
  2.546251E-02  1.698990E-01  1.382519E-01
  2.609143E-02  1.740281E-01  1.411140E-01
  2.673589E-02  1.782542E-01  1.440212E-01
  2.739627E-02  1.825792E-01  1.469734E-01
  2.807296E-02  1.870052E-01  1.499705E-01
  2.876636E-02  1.915342E-01  1.530125E-01
  2.947689E-02  1.961682E-01  1.560992E-01
  3.020497E-02  2.009094E-01  1.592303E-01
  3.095103E-02  2.057599E-01  1.624055E-01
  3.171552E-02  2.107218E-01  1.656245E-01
  3.249889E-02  2.157971E-01  1.688869E-01
  3.330162E-02  2.209881E-01  1.721921E-01
  3.412417E-02  2.262969E-01  1.755396E-01
  3.496703E-02  2.317255E-01  1.789287E-01
  3.583072E-02  2.372761E-01  1.823588E-01
  3.671574E-02  2.429509E-01  1.858289E-01
  3.762262E-02  2.487519E-01  1.893383E-01
  3.855189E-02  2.546811E-01  1.928858E-01
  3.950413E-02  2.607408E-01  1.964705E-01
  4.047988E-02  2.669328E-01  2.000910E-01
  4.147973E-02  2.732592E-01  2.037462E-01
  4.250428E-02  2.797220E-01  2.074346E-01
  4.355414E-02  2.863229E-01  2.111546E-01
  4.462992E-02  2.930639E-01  2.149047E-01
  4.573228E-02  2.999467E-01  2.186830E-01
  4.686187E-02  3.069731E-01  2.224876E-01
  4.801936E-02  3.141445E-01  2.263164E-01
  4.920544E-02  3.214626E-01  2.301674E-01
  5.042081E-02  3.289287E-01  2.340381E-01
  5.166620E-02  3.365440E-01  2.379260E-01
