RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            5     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
   55   71     0     0  con    0  1.0D+00  6.6D-02  6.924D-07  1.038D-07
   56   72     0     0  con    0  1.0D+00  2.7D-01  2.781D-06  9.851D-08
   57   73     0     0  con    0  1.0D+00  1.2D-01  2.500D-06  9.257D-08
   58   74     0     0  con    0  1.0D+00  4.2D-01  1.839D-06  9.230D-08
   59   75     0     0  con    0  1.0D+00  9.8D-02  1.990D-06  7.911D-08
   60   77     0     0  con    1  7.3D-02  3.7D-02  1.124D-07  7.718D-08
   61   78     0     0  con    0  1.0D+00  1.6D-01  1.708D-06  7.332D-08
   62   80     0     0  con    1  3.7D-01  8.8D-02  2.558D-06  7.187D-08
   63   81     0     0  con    0  1.0D+00  1.8D-01  3.461D-06  6.871D-08
   64   82     0     0  con    0  1.0D+00  1.1D-01  1.846D-06  6.393D-08
   65   84     0     0  con    1  5.0D-01  1.3D-01  2.406D-06  6.141D-08
   66   85     0     0  con    0  1.0D+00  2.3D-01  1.545D-06  5.585D-08
   67   86     0     0  con    0  1.0D+00  8.6D-02  1.154D-06  5.318D-08
   68   88     0     0  con    1  2.4D-01  1.5D-01  4.071D-07  4.974D-08
   69   90     0     0  con    1  1.5D-01  8.8D-02  1.553D-06  4.872D-08
   70   91     0     0  con    0  1.0D+00  7.4D-02  2.051D-06  4.753D-08
   71   92     0     0  con    0  1.0D+00  9.0D-02  1.663D-06  4.553D-08
   72   93     0     0  con    0  1.0D+00  1.9D-01  3.195D-06  4.405D-08
   73   94     0     0  con    0  1.0D+00  5.4D-02  7.008D-07  4.031D-08
   74   95     0     0  con    0  1.0D+00  2.3D-01  2.425D-06  3.872D-08
   75   96     0     0  con    0  1.0D+00  3.5D-02  1.815D-07  3.689D-08
   76   97     0     0  con    0  1.0D+00  1.2D-01  3.512D-07  3.504D-08
   77   99     0     0  con    1  2.0D-01  1.1D-01  1.163D-06  3.381D-08
   78  100     0     0  con    0  1.0D+00  1.6D-01  2.230D-06  3.263D-08
   79  101     0     0  con    0  1.0D+00  3.5D-02  7.631D-07  3.054D-08
   80  102     0     0  con    0  1.0D+00  1.6D-01  1.440D-06  2.879D-08
   81  103     0     0  con    0  1.0D+00  1.5D-01  1.736D-06  2.742D-08
   82  104     0     0  con    0  1.0D+00  4.0D-02  1.044D-06  2.624D-08
   83  105     0     0  con    0  1.0D+00  1.1D-01  3.596D-07  2.496D-08
   84  106     0     0  con    0  1.0D+00  7.9D-02  1.150D-06  2.422D-08
   85  107     0     0  con    0  1.0D+00  3.6D-02  7.728D-07  2.332D-08
   86  108     0     0  con    0  1.0D+00  1.0D-01  1.332D-06  2.248D-08
   87  109     0     0  con    0  1.0D+00  9.3D-02  1.070D-06  2.146D-08
   88  110     0     0  con    0  1.0D+00  3.9D-02  2.407D-07  2.065D-08
   89  112     0     0  con    1  3.1D-01  7.1D-02  1.335D-07  1.997D-08
   90  114     0     0  con    1  2.0D-01  8.6D-02  6.396D-07  1.936D-08
   91  115     0     0  con    0  1.0D+00  9.7D-02  1.253D-06  1.872D-08
   92  116     0     0  con    0  1.0D+00  2.0D-02  5.773D-07  1.813D-08
   93  117     0     0  con    0  1.0D+00  9.6D-02  8.329D-07  1.734D-08
   94  119     0     0  con    1  4.8D-01  9.7D-02  1.107D-06  1.675D-08
   95  120     0     0  con    0  1.0D+00  5.6D-02  1.750D-07  1.600D-08
   96  121     0     0  con    0  1.0D+00  1.1D-01  7.770D-07  1.552D-08
   97  122     0     0  con    0  1.0D+00  7.3D-02  5.087D-07  1.455D-08
   98  123     0     0  con    0  1.0D+00  1.2D-01  1.026D-06  1.408D-08
   99  124     0     0  con    0  1.0D+00  1.1D-01  1.892D-07  1.299D-08
  100  126     0     0  con    1  2.3D-01  6.0D-02  5.675D-07  1.273D-08
  101  127     0     0  con    0  1.0D+00  1.1D-01  1.009D-06  1.250D-08
  102  128     0     0  con    0  1.0D+00  1.1D-02  1.454D-07  1.206D-08
  103  129     0     0  con    0  1.0D+00  6.0D-02  8.897D-08  1.174D-08
  104  131     0     0  con    1  3.2D-01  8.1D-02  3.749D-07  1.142D-08
  105  132     0     0  con    0  1.0D+00  1.2D-01  8.538D-07  1.110D-08
  106  133     0     0  con    0  1.0D+00  1.3D-02  1.329D-07  1.078D-08
  107  134     0     0  con    0  1.0D+00  7.0D-02  3.925D-07  1.043D-08
  108  136     0     0  con    1  3.8D-01  5.3D-02  5.775D-07  1.029D-08
  109  137     0     0  con    0  1.0D+00  3.7D-02  2.464D-07  1.009D-08
  110  138     0     0  con    0  1.0D+00  5.1D-02  2.302D-07  9.895D-09
  111  139     0     0  con    0  1.0D+00  1.0D-01  3.989D-07  9.504D-09
  112  141     0     0  con    1  1.6D-01  9.7D-02  1.999D-07  9.201D-09
  113  142     0     0  con    0  1.0D+00  3.2D-02  3.321D-07  9.087D-09
  114  143     0     0  con    0  1.0D+00  2.2D-02  6.551D-08  9.003D-09
  115  145     0     0  con    1  4.5D-01  4.6D-02  2.883D-07  8.881D-09
  116  147     0     0  con    1  4.1D-01  4.5D-02  4.752D-07  8.803D-09
  117  148     0     0  con    0  1.0D+00  2.3D-02  3.583D-07  8.699D-09
  118  149     0     0  con    0  1.0D+00  3.1D-02  1.510D-07  8.584D-09
  119  150     0     0  con    0  1.0D+00  8.4D-02  3.421D-07  8.488D-09
  120  151     0     0  con    0  1.0D+00  4.4D-02  4.763D-08  8.266D-09
  121  153     0     0  con    1  4.9D-01  6.4D-02  1.675D-07  8.165D-09
  122  154     0     0  con    0  1.0D+00  6.6D-02  3.589D-07  8.080D-09
  123  155     0     0  con    0  1.0D+00  1.9D-02  1.030D-07  7.990D-09
  124  156     0     0  con    0  1.0D+00  5.5D-02  2.490D-07  7.907D-09
  125  158     0     0  con    1  4.9D-01  3.6D-02  2.966D-07  7.866D-09
  126  159     0     0  con    0  1.0D+00  3.0D-02  7.830D-08  7.796D-09
  127  160     0     0  con    0  1.0D+00  4.2D-02  1.216D-07  7.748D-09
  128  161     0     0  con    0  1.0D+00  7.7D-02  1.130D-07  7.636D-09
  129  162     0     0  con    0  1.0D+00  4.0D-02  1.152D-08  7.583D-09
  130  164     0     0  con    1  1.6D-01  4.8D-02  1.340D-07  7.551D-09
  131  165     0     0  con    0  1.0D+00  4.0D-02  1.729D-07  7.527D-09
  132  166     0     0  con    0  1.0D+00  3.9D-02  4.758D-08  7.478D-09
  133  168     0     0  con    1  4.5D-01  3.0D-02  9.047D-08  7.464D-09
  134  169     0     0  con    0  1.0D+00  6.2D-02  1.383D-07  7.436D-09
  135  170     0     0  con    0  1.0D+00  1.7D-02  1.751D-08  7.415D-09
  136  171     0     0  con    0  1.0D+00  5.7D-02  1.121D-07  7.400D-09
  137  172     0     0  con    0  1.0D+00  7.7D-03  2.588D-08  7.395D-09
  138  173     0     0  con    0  1.0D+00  2.6D-02  1.910D-08  7.386D-09
  139  175     0     0  con    1  1.2D-01  1.5D-02  5.582D-08  7.384D-09
  140  177     0     0  con    1  3.9D-01  1.8D-02  6.665D-08  7.381D-09
  141  178     0     0  con    0  1.0D+00  2.6D-02  2.742D-08  7.375D-09
  142  179     0     0  con    0  1.0D+00  1.5D-02  7.296D-09  7.372D-09
  143  181     0     0  con    1  4.1D-01  1.6D-02  2.656D-08  7.371D-09
  144  182     0     0  con    0  1.0D+00  1.8D-02  1.176D-08  7.369D-09
  145  183     0     0  con    0  1.0D+00  1.0D-02  8.247D-09  7.368D-09
  146  184     0     0  con    0  1.0D+00  6.0D-03  6.023D-09  7.368D-09
  147  186     0     0  con    1  5.2D-01  4.3D-03  1.117D-09  7.368D-09
  148  187     0     0  con    0  1.0D+00  7.4D-04  1.811D-10  7.368D-09
  149  188     0     0  con    0  1.0D+00  8.3D-05  1.884D-10  7.368D-09
  150  189     0     0  con    0  1.0D+00  7.7D-05  1.978D-10  7.368D-09
  151  190     0     0  con    0  1.0D+00  2.2D-04  3.453D-10  7.368D-09
  152  191     0     0  con    0  1.0D+00  2.9D-04  6.795D-10  7.368D-09
  153  192     0     0  con    0  1.0D+00  5.4D-04  1.267D-09  7.368D-09
  154  193     0     0  con    0  1.0D+00  9.4D-04  2.213D-09  7.368D-09
  155  194     0     0  con    0  1.0D+00  1.8D-03  3.686D-09  7.368D-09
  156  195     0     0  con    0  1.0D+00  3.7D-03  5.791D-09  7.368D-09
  157  196     0     0  con    0  1.0D+00  8.6D-03  8.059D-09  7.368D-09
  158  197     0     0  con    0  1.0D+00  1.5D-02  2.138D-08  7.367D-09
  159  199     0     0  con    1  4.4D-01  2.2D-02  1.415D-08  7.366D-09
  160  201     0     0  con    1  2.8D-01  2.4D-02  1.572D-08  7.365D-09
  161  202     0     0  con    0  1.0D+00  4.8D-02  3.970D-08  7.362D-09
  162  203     0     0  con    0  1.0D+00  9.7D-02  2.276D-08  7.352D-09
  163  204     0     0  con    0  1.0D+00  1.7D-01  3.421D-08  7.339D-09
  164  206     0     0  con    1  1.4D-01  8.1D-02  3.319D-08  7.335D-09
  165  207     0     0  con    0  1.0D+00  9.2D-02  2.402D-08  7.330D-09
  166  208     0     0  con    0  1.0D+00  1.6D-01  1.539D-08  7.317D-09
  167  209     0     0  con    0  1.0D+00  1.6D-01  3.168D-08  7.311D-09
  168  210     0     0  con    0  1.0D+00  1.2D-01  2.023D-08  7.307D-09
  169  212     0     0  con    1  3.4D-01  1.1D-01  8.952D-08  7.302D-09
  170  213     0     0  con    0  1.0D+00  1.1D-01  5.403D-08  7.295D-09
  171  215     0     0  con    1  4.3D-01  1.5D-01  2.627D-08  7.290D-09
  172  216     0     0  con    0  1.0D+00  2.2D-01  6.698D-08  7.273D-09
  173  217     0     0  con    0  1.0D+00  2.5D-01  1.996D-07  7.220D-09
  174  218     0     0  con    0  1.0D+00  5.4D-01  6.194D-08  7.052D-09
  175  222     0     0  con    3  1.0D-02  6.2D-01  4.280D-07  6.960D-09
  176  224     0     0  con    1  1.5D-01  1.7D-01  4.438D-07  6.912D-09
  177  225     0     0  con    0  1.0D+00  1.9D-01  5.195D-08  6.870D-09
  178  226     0     0  con    0  1.0D+00  2.0D-01  1.275D-07  6.833D-09
  179  227     0     0  con    0  1.0D+00  3.6D-01  3.839D-07  6.794D-09
  180  228     0     0  con    0  1.0D+00  7.5D-03  2.219D-07  6.731D-09
  181  229     0     0  con    0  1.0D+00  3.6D-01  3.379D-08  6.592D-09
  182  230     0     0  con    0  1.0D+00  8.3D-01  3.735D-07  6.486D-09
  183  232     0     0  con    1  3.5D-01  1.6D-02  3.610D-07  6.434D-09
  184  233     0     0  con    0  1.0D+00  4.9D-02  3.053D-07  6.403D-09
  185  234     0     0  con    0  1.0D+00  5.8D-01  8.954D-08  6.220D-09
  186  235     0     0  con    0  1.0D+00  3.5D-01  3.188D-07  6.180D-09
  187  236     0     0  con    0  1.0D+00  4.4D-02  1.891D-07  6.109D-09
  188  238     0     0  con    1  4.3D-01  4.4D-01  4.441D-08  5.972D-09
  189  240     0     0  con    1  2.7D-01  2.5D-01  7.759D-08  5.936D-09
  190  241     0     0  con    0  1.0D+00  4.3D-01  1.150D-07  5.850D-09
  191  242     0     0  con    0  1.0D+00  4.7D-01  2.192D-07  5.701D-09
  192  243     0     0  con    0  1.0D+00  6.5D-01  1.477D-07  5.584D-09
  193  245     0     0  con    1  3.7D-01  3.9D-02  2.030D-07  5.507D-09
  194  247     0     0  con    1  5.1D-01  4.4D-01  4.498D-08  5.364D-09
  195  249     0     0  con    1  1.9D-01  3.0D-01  1.430D-07  5.317D-09
  196  250     0     0  con    0  1.0D+00  4.1D-01  2.454D-07  5.254D-09
  197  251     0     0  con    0  1.0D+00  3.0D-01  1.852D-07  5.132D-09
  198  253     0     0  con    1  4.7D-01  3.4D-01  8.483D-08  5.058D-09
  199  254     0     0  con    0  1.0D+00  5.5D-01  1.685D-07  4.872D-09
  200  256     0     0  con    1  1.6D-01  3.5D-01  1.336D-07  4.809D-09
  201  258     0     0  con    1  4.5D-01  2.4D-01  1.461D-07  4.738D-09
  202  259     0     0  con    0  1.0D+00  2.2D-01  1.472D-07  4.660D-09
  203  261     0     0  con    1  2.9D-01  3.2D-01  1.247D-07  4.597D-09
  204  262     0     0  con    0  1.0D+00  7.4D-01  2.298D-07  4.452D-09
  205  264     0     0  con    1  5.2D-01  4.7D-03  1.749D-07  4.361D-09
  206  265     0     0  con    0  1.0D+00  7.0D-01  3.501D-07  4.268D-09
  207  266     0     0  con    0  1.0D+00  5.8D-02  5.322D-08  4.155D-09
  208  267     0     0  con    0  1.0D+00  3.4D-01  1.029D-07  4.079D-09
  209  268     0     0  con    0  1.0D+00  8.2D-01  1.869D-07  3.836D-09
  210  271     0     0  con    2  7.6D-02  2.5D-01  1.941D-07  3.787D-09
  211  273     0     0  con    1  4.1D-01  2.8D-01  8.373D-08  3.708D-09
  212  274     0     0  con    0  1.0D+00  2.4D-01  1.748D-07  3.638D-09
  213  276     0     0  con    1  4.5D-01  2.6D-01  1.926D-07  3.591D-09
  214  278     0     0  con    1  4.1D-01  3.2D-01  1.227D-07  3.494D-09
  215  279     0     0  con    0  1.0D+00  4.8D-01  1.351D-07  3.330D-09
  216  280     0     0  con    0  1.0D+00  4.5D-01  8.814D-08  3.209D-09
  217  281     0     0  con    0  1.0D+00  9.5D-01  3.634D-07  3.074D-09
  218  284     0     0  con    2  3.8D-02  4.2D-01  3.585D-07  2.928D-09
  219  286     0     0  con    1  1.6D-01  2.0D-01  2.886D-07  2.854D-09
  220  287     0     0  con    0  1.0D+00  1.2D-01  2.023D-07  2.802D-09
  221  288     0     0  con    0  1.0D+00  1.5D-01  9.157D-08  2.751D-09
  222  289     0     0  con    0  1.0D+00  1.0D-01  5.818D-08  2.725D-09
  223  290     0     0  con    0  1.0D+00  3.1D-01  1.367D-07  2.669D-09
  224  291     0     0  con    0  1.0D+00  3.0D-01  2.139D-07  2.587D-09
  225  293     0     0  con    1  2.3D-01  2.5D-01  2.043D-07  2.536D-09
  226  295     0     0  con    1  4.6D-01  2.5D-01  9.907D-08  2.456D-09
  227  296     0     0  con    0  1.0D+00  1.9D-01  1.686D-07  2.362D-09
  228  297     0     0  con    0  1.0D+00  4.3D-01  2.746D-07  2.329D-09
  229  298     0     0  con    0  1.0D+00  1.1D-01  7.520D-08  2.222D-09
  230  299     0     0  con    0  1.0D+00  3.4D-01  1.113D-07  2.151D-09
  231  301     0     0  con    1  4.3D-01  3.6D-01  1.041D-07  2.065D-09
  232  302     0     0  con    0  1.0D+00  3.4D-01  1.420D-07  1.954D-09
  233  304     0     0  con    1  2.1D-01  2.4D-01  1.833D-07  1.913D-09
  234  306     0     0  con    1  4.8D-01  3.5D-01  8.769D-08  1.848D-09
  235  307     0     0  con    0  1.0D+00  1.2D-01  1.213D-07  1.798D-09
  236  309     0     0  con    1  3.6D-01  2.4D-01  1.026D-07  1.743D-09
  237  311     0     0  con    1  2.7D-01  2.7D-01  7.953D-08  1.690D-09
  238  312     0     0  con    0  1.0D+00  2.5D-01  2.063D-07  1.633D-09
  239  313     0     0  con    0  1.0D+00  2.5D-01  1.494D-07  1.573D-09
  240  314     0     0  con    0  1.0D+00  5.6D-01  3.496D-07  1.567D-09
  241  316     0     0  con    1  1.8D-01  4.2D-01  2.614D-07  1.442D-09
  242  318     0     0  con    1  1.6D-01  1.4D-01  2.117D-07  1.401D-09
  243  320     0     0  con    1  4.4D-01  1.3D-01  3.873D-08  1.355D-09
  244  321     0     0  con    0  1.0D+00  1.1D-01  8.137D-08  1.342D-09
  245  322     0     0  con    0  1.0D+00  2.2D-01  1.430D-07  1.320D-09
  246  323     0     0  con    0  1.0D+00  1.3D-01  1.287D-07  1.285D-09
  247  324     0     0  con    0  1.0D+00  3.1D-01  3.608D-08  1.213D-09
  248  326     0     0  con    1  2.7D-01  1.8D-01  8.029D-08  1.195D-09
  249  327     0     0  con    0  1.0D+00  4.4D-01  1.910D-07  1.158D-09
  250  328     0     0  con    0  1.0D+00  1.9D-02  4.402D-08  1.104D-09
  251  329     0     0  con    0  1.0D+00  3.2D-01  5.261D-08  1.061D-09
  252  331     0     0  con    1  2.6D-01  1.3D-01  9.461D-08  1.051D-09
  253  332     0     0  con    0  1.0D+00  1.7D-01  8.499D-08  1.025D-09
  254  333     0     0  con    0  1.0D+00  3.2D-01  2.086D-07  1.000D-09
  255  334     0     0  con    0  1.0D+00  1.3D-01  1.532D-08  9.497D-10
  256  336     0     0  con    1  2.1D-01  1.3D-01  3.385D-08  9.373D-10
  257  337     0     0  con    0  1.0D+00  2.8D-01  9.515D-08  9.241D-10
  258  338     0     0  con    0  1.0D+00  9.2D-03  2.704D-08  8.994D-10
  259  339     0     0  con    0  1.0D+00  2.6D-01  5.910D-08  8.679D-10
  260  341     0     0  con    1  4.9D-01  1.5D-01  9.081D-08  8.526D-10
  261  342     0     0  con    0  1.0D+00  2.7D-01  1.154D-07  8.141D-10
  262  343     0     0  con    0  1.0D+00  1.1D-01  3.714D-08  7.862D-10
  263  345     0     0  con    1  2.3D-01  1.8D-01  4.944D-08  7.533D-10
  264  347     0     0  con    1  1.4D-01  1.3D-01  1.274D-07  7.435D-10
  265  348     0     0  con    0  1.0D+00  2.3D-02  7.808D-08  7.314D-10
  266  349     0     0  con    0  1.0D+00  1.7D-01  4.630D-08  6.987D-10
  267  350     0     0  con    0  1.0D+00  2.8D-01  9.402D-08  6.218D-10
  268  351     0     0  con    0  1.0D+00  1.7D-01  1.101D-07  5.754D-10
  269  354     0     0  con    2  8.4D-02  2.4D-01  4.731D-08  4.891D-10
  270  356     0     0  con    1  1.1D-01  8.2D-02  1.235D-07  4.792D-10
  271  357     0     0  con    0  1.0D+00  3.8D-02  1.010D-07  4.630D-10
  272  358     0     0  con    0  1.0D+00  3.0D-01  7.134D-08  3.738D-10
  273  359     0     0  con    0  1.0D+00  1.1D-01  3.003D-07  3.511D-10
  274  360     0     0  con    0  1.0D+00  2.4D-01  1.951D-07  2.974D-10
  275  361     0     0  con    0  1.0D+00  1.3D-01  5.419D-08  2.582D-10
  276  362     0     0  con    0  1.0D+00  1.3D-01  3.235D-08  2.136D-10
  277  364     0     0  con    1  3.2D-01  1.7D-01  9.389D-08  1.763D-10
  278  365     0     0  con    0  1.0D+00  1.8D-01  1.598D-07  1.438D-10
  279  366     0     0  con    0  1.0D+00  6.2D-02  8.750D-08  1.036D-10
  280  367     0     0  con    0  1.0D+00  2.5D-01  7.414D-08  8.357D-11
  281  368     0     0  con    0  1.0D+00  1.1D-02  3.516D-08  5.646D-11
  282  369     0     0  con    0  1.0D+00  8.6D-02  5.477D-08  4.911D-11
  283  370     0     0  con    0  1.0D+00  1.8D-01  7.263D-08  4.452D-11
  284  371     0     0  con    0  1.0D+00  3.6D-02  3.669D-08  4.151D-11
  285  373     0     0  con    1  3.8D-01  3.6D-02  2.352D-08  4.002D-11
  286  374     0     0  con    0  1.0D+00  1.8D-03  7.161D-10  3.969D-11
  287  375     0     0  con    0  1.0D+00  3.6D-04  2.348D-09  3.966D-11
  288  376     0     0  con    0  1.0D+00  1.1D-03  4.829D-09  3.961D-11
  289  377     0     0  con    0  1.0D+00  2.8D-03  9.241D-09  3.946D-11
  290  378     0     0  con    0  1.0D+00  5.5D-03  1.561D-08  3.909D-11
  291  379     0     0  con    0  1.0D+00  1.7D-02  2.446D-08  3.818D-11
  292  383     0     0  con    3  6.9D+00  5.2D-01  7.501D-08  1.553D-11
  293  385     0     0  con    1  1.8D-01  2.6D-01  1.933D-08  5.090D-12
  294  387     0     0  con    1  8.1D-02  3.5D-03  2.563D-08  4.068D-12
  295  388     0     0  con    0  1.0D+00  3.6D-02  2.609D-08  3.295D-12
  296  389     0     0  con    0  1.0D+00  1.2D-01  1.178D-08  1.289D-12
  297  391     0     0  con    1  5.1D-01  1.1D-01  8.893D-09  2.105D-13
  298  392     0     0  con    0  1.0D+00  2.4D-02  2.118D-09  1.523D-13
  299  393     0     0  con    0  1.0D+00  4.6D-03  1.481D-09  1.270D-13
  300  394     0     0  con    0  1.0D+00  5.0D-03  1.098D-09  1.220D-13
  301  395     0     0  con    0  1.0D+00  3.6D-03  8.954D-10  1.189D-13
  302  396     0     0  con    0  1.0D+00  5.6D-03  4.416D-10  1.053D-13
  303  397     0     0  con    0  1.0D+00  5.9D-03  1.029D-09  7.690D-14
  304  398     0     0  con    0  1.0D+00  8.8D-03  1.501D-09  4.061D-14
  305  399     0     0  con    0  1.0D+00  1.4D-02  2.085D-09  2.589D-14
  306  401     0     0  con    1  5.0D-01  7.2D-04  6.221D-10  2.364D-14
  307  402     0     0  con    0  1.0D+00  5.6D-03  5.416D-10  2.095D-14
  308  404     0     0  con    1  4.3D-01  1.2D-03  7.573D-11  2.015D-14
  309  405     0     0  con    0  1.0D+00  2.3D-03  1.535D-11  1.995D-14
  310  407     0     0  con    1  4.4D-01  2.8D-05  6.104D-12  1.995D-14
  311  408     0     0  con    0  1.0D+00  2.8D-05  6.048D-13  1.995D-14
  312  409     0     0  con    0  1.0D+00  9.3D-07  3.995D-15  1.995D-14
  313  415     0     0  con    5  3.1D-02  9.0D-10  3.723D-15  1.995D-14
  314  416     0     0  con    0  1.0D+00  1.2D-08  3.932D-16  1.995D-14
  315  418     0     0  con    1  3.2D-03  4.8D-11  3.621D-16  1.995D-14
  316  423     0     0  con    4  0.0D+00  0.0D+00  3.894D-16  1.995D-14

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.565E+02 seconds.

