RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            6     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.212D-04  6.065D-06
    1    3     1     0  ---    1  1.4D+00  2.4D-04  9.905D-05  6.041D-06
    2    4     0     0  con    0  1.0D+00  2.0D-04  8.748D-05  6.021D-06
    3    5     0     0  con    0  1.0D+00  1.3D-03  1.376D-05  5.952D-06
    4    7     0     0  con    1  5.0D+00  6.6D-04  2.835D-05  5.943D-06
    5    8     0     0  con    0  1.0D+00  1.6D-03  5.838D-05  5.928D-06
    6    9     0     0  con    0  1.0D+00  1.3D-03  2.591D-05  5.918D-06
    7   10     0     0  con    0  1.0D+00  8.3D-04  1.541D-05  5.914D-06
    8   11     0     0  con    0  1.0D+00  6.8D-04  3.611D-05  5.910D-06
    9   12     0     0  con    0  1.0D+00  1.5D-03  8.321D-05  5.900D-06
   10   13     0     0  con    0  1.0D+00  3.7D-03  1.558D-04  5.877D-06
   11   14     0     0  con    0  1.0D+00  9.9D-03  2.735D-04  5.817D-06
   12   15     0     0  con    0  1.0D+00  2.6D-02  4.472D-04  5.657D-06
   13   16     0     0  con    0  1.0D+00  7.3D-02  6.375D-04  5.195D-06
   14   17     0     0  con    0  1.0D+00  2.8D-01  3.916D-04  3.745D-06
   15   19     0     0  con    1  5.0D-01  1.6D-01  4.696D-04  2.757D-06
   16   21     0     0  con    1  4.9D-01  4.6D-02  7.153D-04  1.307D-06
   17   22     0     0  con    0  1.0D+00  1.3D-01  3.143D-04  6.840D-07
   18   23     0     0  con    0  1.0D+00  3.1D-02  4.383D-05  5.168D-07
   19   24     0     0  con    0  1.0D+00  7.4D-03  1.408D-04  4.617D-07
   20   25     0     0  con    0  1.0D+00  4.7D-03  1.780D-04  4.250D-07
   21   26     0     0  con    0  1.0D+00  2.5D-02  1.707D-04  3.557D-07
   22   27     0     0  con    0  1.0D+00  6.2D-02  4.738D-05  3.111D-07
   23   28     0     0  con    0  1.0D+00  4.9D-03  2.967D-05  2.864D-07
   24   29     0     0  con    0  1.0D+00  1.4D-03  6.316D-06  2.849D-07
   25   30     0     0  con    0  1.0D+00  5.3D-03  6.297D-06  2.846D-07
   26   31     0     0  con    0  1.0D+00  4.4D-04  5.140D-07  2.846D-07
   27   32     0     0  con    0  1.0D+00  9.4D-05  1.925D-07  2.846D-07
   28   33     0     0  con    0  1.0D+00  3.7D-05  3.571D-07  2.846D-07
   29   34     0     0  con    0  1.0D+00  1.1D-04  8.988D-07  2.846D-07
   30   35     0     0  con    0  1.0D+00  1.5D-04  1.637D-06  2.846D-07
   31   36     0     0  con    0  1.0D+00  2.7D-04  2.904D-06  2.846D-07
   32   37     0     0  con    0  1.0D+00  4.2D-04  4.810D-06  2.845D-07
   33   38     0     0  con    0  1.0D+00  7.0D-04  7.731D-06  2.845D-07
   34   39     0     0  con    0  1.0D+00  1.2D-03  1.205D-05  2.844D-07
   35   40     0     0  con    0  1.0D+00  2.3D-03  1.758D-05  2.840D-07
   36   41     0     0  con    0  1.0D+00  4.6D-03  2.374D-05  2.832D-07
   37   42     0     0  con    0  1.0D+00  9.6D-03  3.403D-05  2.816D-07
   38   43     0     0  con    0  1.0D+00  1.7D-02  8.438D-06  2.794D-07
   39   44     0     0  con    0  1.0D+00  2.3D-02  3.214D-05  2.766D-07
   40   45     0     0  con    0  1.0D+00  6.0D-03  9.332D-06  2.743D-07
   41   46     0     0  con    0  1.0D+00  5.5D-03  2.413D-05  2.727D-07
   42   47     0     0  con    0  1.0D+00  2.5D-03  2.809D-05  2.719D-07
   43   48     0     0  con    0  1.0D+00  3.4D-02  4.867D-05  2.634D-07
   44   49     0     0  con    0  1.0D+00  6.2D-02  6.907D-05  2.503D-07
   45   50     0     0  con    0  1.0D+00  1.8D-01  1.623D-04  2.215D-07
   46   51     0     0  con    0  1.0D+00  8.8D-02  1.491D-04  1.992D-07
   47   52     0     0  con    0  1.0D+00  1.7D-01  1.570D-04  1.597D-07
   48   53     0     0  con    0  1.0D+00  1.8D-02  2.016D-04  1.525D-07
   49   55     0     0  con    1  3.7D-01  9.6D-02  9.835D-05  1.119D-07
   50   57     0     0  con    1  1.4D-01  1.4D-01  1.089D-04  9.134D-08
   51   58     0     0  con    0  1.0D+00  2.1D-02  5.371D-05  8.510D-08
   52   59     0     0  con    0  1.0D+00  1.6D-02  2.466D-05  7.633D-08
   53   61     0     0  con    1  3.9D-01  7.5D-02  5.274D-05  5.924D-08
   54   62     0     0  con    0  1.0D+00  1.2D-01  1.185D-04  4.450D-08
   55   63     0     0  con    0  1.0D+00  4.3D-03  2.361D-06  3.261D-08
   56   64     0     0  con    0  1.0D+00  5.9D-02  4.604D-05  2.692D-08
   57   65     0     0  con    0  1.0D+00  5.9D-02  7.976D-05  2.485D-08
   58   66     0     0  con    0  1.0D+00  8.4D-03  4.558D-05  2.225D-08
   59   67     0     0  con    0  1.0D+00  3.0D-02  1.357D-05  2.034D-08
   60   68     0     0  con    0  1.0D+00  2.2D-02  1.751D-05  2.000D-08
   61   70     0     0  con    1  4.5D-01  1.5D-02  1.636D-05  1.941D-08
   62   71     0     0  con    0  1.0D+00  3.2D-02  1.665D-05  1.646D-08
   63   72     0     0  con    0  1.0D+00  9.1D-02  4.192D-06  1.021D-08
   64   74     0     0  con    1  5.1D-01  5.8D-02  2.430D-05  7.841D-09
   65   75     0     0  con    0  1.0D+00  8.5D-03  9.791D-06  7.172D-09
   66   76     0     0  con    0  1.0D+00  3.3D-02  3.106D-05  6.963D-09
   67   77     0     0  con    0  1.0D+00  5.5D-03  1.259D-05  6.473D-09
   68   78     0     0  con    0  1.0D+00  1.5D-02  1.366D-06  6.283D-09
