  1.136364E-04  2.785931E-05  4.035835E-03
  1.150341E-04  2.820198E-05  4.080965E-03
  1.164490E-04  2.854886E-05  4.126596E-03
  1.178813E-04  2.890001E-05  4.172733E-03
  1.193313E-04  2.925548E-05  4.219382E-03
  1.207990E-04  2.961533E-05  4.266546E-03
  1.222849E-04  2.997959E-05  4.314233E-03
  1.237890E-04  3.034834E-05  4.362447E-03
  1.253116E-04  3.072163E-05  4.411195E-03
  1.268529E-04  3.109950E-05  4.460482E-03
  1.284132E-04  3.148203E-05  4.510314E-03
  1.299927E-04  3.186926E-05  4.560697E-03
  1.315916E-04  3.226125E-05  4.611637E-03
  1.332102E-04  3.265806E-05  4.663140E-03
  1.348487E-04  3.305976E-05  4.715212E-03
  1.365073E-04  3.346639E-05  4.767859E-03
  1.381863E-04  3.387803E-05  4.821088E-03
  1.398860E-04  3.429473E-05  4.874905E-03
  1.416066E-04  3.471655E-05  4.929315E-03
  1.433484E-04  3.514357E-05  4.984327E-03
  1.451116E-04  3.557583E-05  5.039945E-03
  1.468965E-04  3.601342E-05  5.096176E-03
  1.487033E-04  3.645638E-05  5.153028E-03
  1.505323E-04  3.690479E-05  5.210507E-03
  1.523839E-04  3.735872E-05  5.268620E-03
  1.542582E-04  3.781823E-05  5.327372E-03
  1.561556E-04  3.828340E-05  5.386773E-03
  1.580763E-04  3.875429E-05  5.446827E-03
  1.600206E-04  3.923096E-05  5.507543E-03
  1.619889E-04  3.971350E-05  5.568927E-03
  1.639813E-04  4.020198E-05  5.630987E-03
  1.659983E-04  4.069646E-05  5.693729E-03
  1.680401E-04  4.119703E-05  5.757162E-03
  1.701070E-04  4.170375E-05  5.821293E-03
  1.721993E-04  4.221671E-05  5.886128E-03
  1.743174E-04  4.273598E-05  5.951676E-03
  1.764615E-04  4.326163E-05  6.017944E-03
  1.786319E-04  4.379375E-05  6.084941E-03
  1.808291E-04  4.433241E-05  6.152672E-03
  1.830533E-04  4.487770E-05  6.221148E-03
  1.853049E-04  4.542969E-05  6.290374E-03
  1.875841E-04  4.598848E-05  6.360361E-03
  1.898914E-04  4.655414E-05  6.431115E-03
  1.922271E-04  4.712675E-05  6.502644E-03
  1.945914E-04  4.770641E-05  6.574958E-03
