  1.689189E-04 -2.683131E-01
  1.730912E-04 -2.683131E-01
  1.773666E-04 -2.683131E-01
  1.817475E-04 -2.683131E-01
  1.862367E-04 -2.683131E-01
  1.908367E-04 -2.683131E-01
  1.955504E-04 -2.683131E-01
  2.003805E-04 -2.683131E-01
  2.053299E-04 -2.683131E-01
  2.104015E-04 -2.683131E-01
  2.155985E-04 -2.683131E-01
  2.209237E-04 -2.683131E-01
  2.263806E-04 -2.683131E-01
  2.319722E-04 -2.683131E-01
  2.377019E-04 -2.683131E-01
  2.435731E-04 -2.683131E-01
  2.495894E-04 -2.683131E-01
  2.557542E-04 -2.683131E-01
  2.620713E-04 -2.683131E-01
  2.685445E-04 -2.683131E-01
  2.751776E-04 -2.683131E-01
  2.819744E-04 -2.683131E-01
  2.889392E-04 -2.683131E-01
  2.960760E-04 -2.683131E-01
  3.033891E-04 -2.683131E-01
  3.108828E-04 -2.683131E-01
  3.185616E-04 -2.683131E-01
  3.264301E-04 -2.683131E-01
  3.344929E-04 -2.683131E-01
  3.427549E-04 -2.683131E-01
  3.512209E-04 -2.683131E-01
  3.598961E-04 -2.683131E-01
  3.687855E-04 -2.683131E-01
  3.778945E-04 -2.683131E-01
  3.872285E-04 -2.683131E-01
  3.967931E-04 -2.683131E-01
  4.065938E-04 -2.683131E-01
  4.166367E-04 -2.683131E-01
  4.269276E-04 -2.683131E-01
  4.374727E-04 -2.683131E-01
  4.482783E-04 -2.683131E-01
  4.593508E-04 -2.683131E-01
  4.706968E-04 -2.683131E-01
  4.823230E-04 -2.683131E-01
  4.942364E-04 -2.683131E-01
  5.064440E-04 -2.683131E-01
  5.189532E-04 -2.683131E-01
  5.317713E-04 -2.683131E-01
  5.449061E-04 -2.683131E-01
  5.583652E-04 -2.683131E-01
  5.721569E-04 -2.683131E-01
  5.862891E-04 -2.683131E-01
  6.007705E-04 -2.683131E-01
  6.156095E-04 -2.683131E-01
  6.308151E-04 -2.683131E-01
  6.463962E-04 -2.683131E-01
  6.623622E-04 -2.683131E-01
  6.787225E-04 -2.683131E-01
