RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            5     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
   35   43     0     0  con    0  1.0D+00  2.9D-01  2.896D-03  1.722D-01
   36   44     0     0  con    0  1.0D+00  2.9D-01  3.533D-03  1.722D-01
   37   46     0     0  con    1  2.8D-01  3.2D-01  7.991D-04  1.722D-01
   38   49     0     0  con    2  5.3D-02  1.3D-01  1.127D-03  1.722D-01
   39   50     0     0  con    0  1.0D+00  5.3D-02  2.337D-03  1.722D-01
   40   51     0     0  con    0  1.0D+00  8.8D-04  1.774D-03  1.722D-01
   41   52     0     0  con    0  1.0D+00  2.1D-01  6.195D-04  1.721D-01
   42   54     0     0  con    1  5.1D-01  2.6D-01  1.905D-03  1.721D-01
   43   55     0     0  con    0  1.0D+00  2.1D-01  2.975D-03  1.721D-01
   44   56     0     0  con    0  1.0D+00  8.1D-02  5.726D-04  1.721D-01
   45   58     0     0  con    1  4.9D-01  1.7D-01  1.431D-03  1.721D-01
   46   60     0     0  con    1  5.0D-01  2.1D-01  2.500D-03  1.721D-01
   47   61     0     0  con    0  1.0D+00  1.9D-01  1.765D-03  1.721D-01
   48   62     0     0  con    0  1.0D+00  1.9D-01  5.323D-04  1.721D-01
   49   64     0     0  con    1  2.3D-01  1.3D-01  1.552D-03  1.721D-01
   50   65     0     0  con    0  1.0D+00  2.9D-01  3.747D-03  1.721D-01
   51   66     0     0  con    0  1.0D+00  7.6D-02  3.898D-04  1.721D-01
   52   67     0     0  con    0  1.0D+00  1.4D-01  6.155D-04  1.721D-01
   53   69     0     0  con    1  1.8D-01  1.1D-01  1.627D-03  1.721D-01
   54   70     0     0  con    0  1.0D+00  1.2D-01  2.297D-03  1.721D-01
   55   71     0     0  con    0  1.0D+00  1.6D-01  2.033D-03  1.721D-01
   56   72     0     0  con    0  1.0D+00  2.1D-01  2.684D-04  1.721D-01
   57   74     0     0  con    1  4.0D-01  1.2D-01  1.194D-03  1.721D-01
   58   76     0     0  con    1  4.9D-01  1.0D-01  2.025D-03  1.721D-01
   59   77     0     0  con    0  1.0D+00  1.2D-01  1.489D-03  1.721D-01
   60   78     0     0  con    0  1.0D+00  1.5D-01  8.784D-04  1.721D-01
   61   80     0     0  con    1  3.6D-01  1.2D-01  1.819D-03  1.721D-01
   62   82     0     0  con    1  4.4D-01  1.7D-01  1.734D-03  1.721D-01
   63   83     0     0  con    0  1.0D+00  1.2D-01  2.437D-04  1.721D-01
   64   85     0     0  con    1  2.0D-01  1.3D-01  9.831D-04  1.721D-01
   65   87     0     0  con    1  3.4D-01  9.5D-02  1.839D-03  1.721D-01
   66   88     0     0  con    0  1.0D+00  1.0D-01  1.930D-03  1.721D-01
   67   90     0     0  con    1  1.7D-01  4.3D-02  1.618D-03  1.721D-01
   68   92     0     0  con    1  1.5D-01  2.8D-02  1.485D-03  1.721D-01
   69   93     0     0  con    0  1.0D+00  1.9D-01  1.202D-03  1.721D-01
   70   94     0     0  con    0  1.0D+00  2.2D-01  3.405D-03  1.721D-01
   71   96     0     0  con    1  4.0D-01  2.1D-02  9.127D-05  1.721D-01
   72   97     0     0  con    0  1.0D+00  1.2D-01  8.164D-04  1.721D-01
   73   99     0     0  con    1  2.1D-01  8.4D-02  1.600D-03  1.721D-01
   74  100     0     0  con    0  1.0D+00  1.1D-01  2.073D-03  1.721D-01
   75  101     0     0  con    0  1.0D+00  1.7D-01  1.571D-03  1.721D-01
