  2.604167E-04  1.127583E-08  3.715285E-06
  2.668490E-04  1.183974E-08  3.867920E-06
  2.734401E-04  1.243184E-08  4.026810E-06
  2.801941E-04  1.305356E-08  4.192211E-06
  2.871149E-04  1.370637E-08  4.364809E-06
  2.942066E-04  1.439183E-08  4.545797E-06
  3.014735E-04  1.511157E-08  4.735307E-06
  3.089199E-04  1.586730E-08  4.933759E-06
  3.165503E-04  1.666082E-08  5.141544E-06
  3.243690E-04  1.749403E-08  5.359074E-06
  3.323810E-04  1.836891E-08  5.586779E-06
  3.405908E-04  1.928754E-08  5.825112E-06
  3.490034E-04  2.025211E-08  6.074546E-06
  3.576237E-04  2.126492E-08  6.335576E-06
  3.664571E-04  2.232839E-08  6.608723E-06
  3.755085E-04  2.344503E-08  6.894532E-06
  3.847836E-04  2.461752E-08  7.193572E-06
  3.942878E-04  2.584865E-08  7.506441E-06
  4.040267E-04  2.714134E-08  7.833767E-06
  4.140061E-04  2.849868E-08  8.176204E-06
  4.242321E-04  2.992390E-08  8.534441E-06
  4.347106E-04  3.142040E-08  8.909198E-06
  4.454480E-04  3.299174E-08  9.301228E-06
  4.564505E-04  3.464166E-08  9.711322E-06
  4.677249E-04  3.637410E-08  1.014031E-05
  4.792777E-04  3.819317E-08  1.058905E-05
  4.911158E-04  4.010322E-08  1.105847E-05
  5.032464E-04  4.210879E-08  1.154950E-05
  5.156766E-04  4.421465E-08  1.206314E-05
  5.284138E-04  4.642584E-08  1.260045E-05
  5.414656E-04  4.874760E-08  1.316251E-05
  5.548398E-04  5.118548E-08  1.375047E-05
  5.685443E-04  5.374527E-08  1.436552E-05
  5.825874E-04  5.643308E-08  1.500894E-05
  5.969773E-04  5.925531E-08  1.568202E-05
  6.117226E-04  6.221868E-08  1.638617E-05
  6.268322E-04  6.533025E-08  1.712280E-05
  6.423149E-04  6.859743E-08  1.789346E-05
  6.581801E-04  7.202800E-08  1.869971E-05
  6.744372E-04  7.563013E-08  1.954322E-05
  6.910958E-04  7.941241E-08  2.042573E-05
  7.081658E-04  8.338384E-08  2.134906E-05
  7.256575E-04  8.755389E-08  2.231514E-05
  7.435813E-04  9.193248E-08  2.332594E-05
  7.619477E-04  9.653004E-08  2.438358E-05
  7.807678E-04  1.013575E-07  2.549025E-05
  8.000528E-04  1.064265E-07  2.664825E-05
  8.198141E-04  1.117489E-07  2.785999E-05
  8.400635E-04  1.173375E-07  2.912800E-05
  8.608131E-04  1.232055E-07  3.045492E-05
  8.820751E-04  1.293671E-07  3.184353E-05
  9.038624E-04  1.358368E-07  3.329673E-05
  9.261878E-04  1.426300E-07  3.481756E-05
  9.490646E-04  1.497630E-07  3.640921E-05
  9.725065E-04  1.572527E-07  3.807502E-05
  9.965275E-04  1.651169E-07  3.981849E-05
  1.021142E-03  1.733745E-07  4.164328E-05
  1.046364E-03  1.820450E-07  4.355324E-05
  1.072209E-03  1.911492E-07  4.555239E-05
  1.098693E-03  2.007086E-07  4.764494E-05
  1.125830E-03  2.107461E-07  4.983531E-05
  1.153638E-03  2.212856E-07  5.212813E-05
  1.182133E-03  2.323522E-07  5.452825E-05
  1.211332E-03  2.439723E-07  5.704073E-05
  1.241252E-03  2.561734E-07  5.967091E-05
  1.271911E-03  2.689848E-07  6.242435E-05
  1.303327E-03  2.824369E-07  6.530689E-05
  1.335519E-03  2.965617E-07  6.832465E-05
  1.368506E-03  3.113929E-07  7.148403E-05
  1.402309E-03  3.269658E-07  7.479176E-05
  1.436946E-03  3.433176E-07  7.825484E-05
  1.472438E-03  3.604871E-07  8.188066E-05
  1.508807E-03  3.785153E-07  8.567693E-05
  1.546075E-03  3.974451E-07  8.965172E-05
  1.584263E-03  4.173216E-07  9.381351E-05
  1.623394E-03  4.381922E-07  9.817115E-05
  1.663492E-03  4.601065E-07  1.027339E-04
  1.704580E-03  4.831169E-07  1.075116E-04
  1.746683E-03  5.072779E-07  1.125143E-04
  1.789827E-03  5.326474E-07  1.177527E-04
  1.834035E-03  5.592855E-07  1.232381E-04
  1.879336E-03  5.872560E-07  1.289820E-04
  1.925755E-03  6.166252E-07  1.349968E-04
  1.973322E-03  6.474633E-07  1.412952E-04
  2.022063E-03  6.798437E-07  1.478908E-04
  2.072008E-03  7.138434E-07  1.547976E-04
  2.123186E-03  7.495436E-07  1.620303E-04
  2.175629E-03  7.870292E-07  1.696044E-04
  2.229367E-03  8.263896E-07  1.775359E-04
  2.284432E-03  8.677185E-07  1.858419E-04
  2.340858E-03  9.111144E-07  1.945400E-04
  2.398677E-03  9.566806E-07  2.036487E-04
  2.457924E-03  1.004526E-06  2.131874E-04
  2.518635E-03  1.054764E-06  2.231765E-04
  2.580845E-03  1.107514E-06  2.336372E-04
  2.644592E-03  1.162903E-06  2.445918E-04
  2.709914E-03  1.221062E-06  2.560634E-04
  2.776849E-03  1.282130E-06  2.680766E-04
  2.845437E-03  1.346252E-06  2.806567E-04
  2.915719E-03  1.413581E-06  2.938305E-04
  2.987737E-03  1.484277E-06  3.076258E-04
  3.061534E-03  1.558510E-06  3.220719E-04
  3.137154E-03  1.636455E-06  3.371993E-04
  3.214642E-03  1.718298E-06  3.530400E-04
  3.294044E-03  1.804235E-06  3.696275E-04
  3.375406E-03  1.894470E-06  3.869966E-04
  3.458779E-03  1.989219E-06  4.051839E-04
  3.544211E-03  2.088706E-06  4.242277E-04
  3.631753E-03  2.193169E-06  4.441680E-04
  3.721457E-03  2.302857E-06  4.650467E-04
  3.813377E-03  2.418032E-06  4.869073E-04
  3.907568E-03  2.538967E-06  5.097956E-04
  4.004084E-03  2.665951E-06  5.337595E-04
  4.102985E-03  2.799287E-06  5.588488E-04
  4.204329E-03  2.939292E-06  5.851157E-04
  4.308176E-03  3.086300E-06  6.126147E-04
  4.414588E-03  3.240661E-06  6.414029E-04
  4.523628E-03  3.402743E-06  6.715398E-04
  4.635362E-03  3.572933E-06  7.030875E-04
  4.749855E-03  3.751636E-06  7.361111E-04
  4.867177E-03  3.939278E-06  7.706784E-04
  4.987396E-03  4.136306E-06  8.068602E-04
  5.110585E-03  4.343190E-06  8.447305E-04
  5.236816E-03  4.560424E-06  8.843666E-04
  5.366166E-03  4.788524E-06  9.258491E-04
  5.498710E-03  5.028035E-06  9.692621E-04
  5.634528E-03  5.279528E-06  1.014694E-03
  5.773701E-03  5.543602E-06  1.062235E-03
  5.916311E-03  5.820887E-06  1.111982E-03
  6.062444E-03  6.112044E-06  1.164034E-03
  6.212186E-03  6.417768E-06  1.218496E-03
  6.365627E-03  6.738787E-06  1.275476E-03
  6.522858E-03  7.075867E-06  1.335086E-03
  6.683973E-03  7.429812E-06  1.397445E-03
  6.849067E-03  7.801466E-06  1.462676E-03
  7.018239E-03  8.191716E-06  1.530907E-03
  7.191590E-03  8.601492E-06  1.602270E-03
  7.369222E-03  9.031773E-06  1.676905E-03
  7.551242E-03  9.483584E-06  1.754957E-03
  7.737757E-03  9.958005E-06  1.836576E-03
  7.928880E-03  1.045617E-05  1.921919E-03
  8.124723E-03  1.097926E-05  2.011149E-03
  8.325404E-03  1.152853E-05  2.104436E-03
  8.531041E-03  1.210528E-05  2.201957E-03
  8.741758E-03  1.271091E-05  2.303895E-03
  8.957680E-03  1.334685E-05  2.410441E-03
  9.178934E-03  1.401462E-05  2.521794E-03
  9.405654E-03  1.471581E-05  2.638160E-03
  9.637974E-03  1.545210E-05  2.759754E-03
  9.876032E-03  1.622526E-05  2.886797E-03
  1.011997E-02  1.703712E-05  3.019521E-03
  1.036993E-02  1.788962E-05  3.158167E-03
  1.062607E-02  1.878481E-05  3.302982E-03
  1.088853E-02  1.972483E-05  3.454225E-03
  1.115748E-02  2.071191E-05  3.612163E-03
  1.143307E-02  2.174843E-05  3.777075E-03
  1.171547E-02  2.283686E-05  3.949248E-03
  1.200484E-02  2.397980E-05  4.128979E-03
  1.230136E-02  2.517999E-05  4.316577E-03
  1.260520E-02  2.644031E-05  4.512361E-03
  1.291655E-02  2.776377E-05  4.716662E-03
  1.323559E-02  2.915353E-05  4.929820E-03
  1.356251E-02  3.061293E-05  5.152189E-03
  1.389750E-02  3.214547E-05  5.384132E-03
  1.424077E-02  3.375482E-05  5.626028E-03
  1.459252E-02  3.544483E-05  5.878264E-03
  1.495295E-02  3.721956E-05  6.141241E-03
  1.532229E-02  3.908327E-05  6.415373E-03
  1.570075E-02  4.104043E-05  6.701085E-03
  1.608856E-02  4.309574E-05  6.998816E-03
  1.648595E-02  4.525413E-05  7.309017E-03
  1.689315E-02  4.752080E-05  7.632153E-03
  1.731041E-02  4.990118E-05  7.968701E-03
  1.773798E-02  5.240102E-05  8.319150E-03
  1.817611E-02  5.502631E-05  8.684005E-03
  1.862506E-02  5.778338E-05  9.063780E-03
  1.908510E-02  6.067888E-05  9.459006E-03
  1.955650E-02  6.371977E-05  9.870221E-03
  2.003954E-02  6.691339E-05  1.029798E-02
  2.053452E-02  7.026744E-05  1.074285E-02
  2.104172E-02  7.379002E-05  1.120541E-02
  2.156145E-02  7.748965E-05  1.168625E-02
  2.209402E-02  8.137525E-05  1.218597E-02
  2.263974E-02  8.545623E-05  1.270517E-02
  2.319895E-02  8.974246E-05  1.324449E-02
  2.377196E-02  9.424433E-05  1.380454E-02
  2.435913E-02  9.897275E-05  1.438598E-02
  2.496080E-02  1.039392E-04  1.498944E-02
  2.557733E-02  1.091557E-04  1.561559E-02
  2.620909E-02  1.146350E-04  1.626507E-02
  2.685645E-02  1.203903E-04  1.693856E-02
  2.751981E-02  1.264357E-04  1.763672E-02
  2.819955E-02  1.327860E-04  1.836023E-02
  2.889608E-02  1.394566E-04  1.910975E-02
  2.960981E-02  1.464638E-04  1.988595E-02
  3.034117E-02  1.538247E-04  2.068950E-02
  3.109060E-02  1.615574E-04  2.152106E-02
  3.185854E-02  1.696808E-04  2.238128E-02
  3.264544E-02  1.782148E-04  2.327081E-02
  3.345178E-02  1.871805E-04  2.419029E-02
  3.427804E-02  1.965999E-04  2.514032E-02
  3.512471E-02  2.064962E-04  2.612151E-02
  3.599229E-02  2.168938E-04  2.713444E-02
  3.688130E-02  2.278184E-04  2.817967E-02
  3.779227E-02  2.392972E-04  2.925773E-02
  3.872574E-02  2.513586E-04  3.036911E-02
  3.968226E-02  2.640326E-04  3.151427E-02
  4.066242E-02  2.773508E-04  3.269366E-02
  4.166678E-02  2.913464E-04  3.390763E-02
  4.269595E-02  3.060544E-04  3.515653E-02
  4.375054E-02  3.215118E-04  3.644064E-02
  4.483117E-02  3.377574E-04  3.776018E-02
  4.593850E-02  3.548321E-04  3.911531E-02
  4.707319E-02  3.727791E-04  4.050611E-02
  4.823589E-02  3.916439E-04  4.193260E-02
  4.942732E-02  4.114744E-04  4.339472E-02
  5.064817E-02  4.323212E-04  4.489231E-02
  5.189918E-02  4.542376E-04  4.642512E-02
  5.318109E-02  4.772799E-04  4.799280E-02
  5.449467E-02  5.015072E-04  4.959490E-02
  5.584069E-02  5.269823E-04  5.123083E-02
  5.721995E-02  5.537713E-04  5.289991E-02
  5.863328E-02  5.819438E-04  5.460131E-02
  6.008153E-02  6.115736E-04  5.633405E-02
  6.156554E-02  6.427385E-04  5.809704E-02
  6.308621E-02  6.755207E-04  5.988899E-02
  6.464444E-02  7.100069E-04  6.170848E-02
  6.624115E-02  7.462892E-04  6.355392E-02
  6.787731E-02  7.844646E-04  6.542351E-02
  6.955388E-02  8.246358E-04  6.731528E-02
  7.127186E-02  8.669115E-04  6.922708E-02
  7.303228E-02  9.114067E-04  7.115653E-02
  7.483617E-02  9.582432E-04  7.310106E-02
  7.668463E-02  1.007550E-03  7.505785E-02
  7.857874E-02  1.059464E-03  7.702387E-02
  8.051963E-02  1.114129E-03  7.899588E-02
  8.250847E-02  1.171700E-03  8.097035E-02
  8.454643E-02  1.232339E-03  8.294353E-02
  8.663472E-02  1.296219E-03  8.491142E-02
  8.877460E-02  1.363523E-03  8.686976E-02
  9.096733E-02  1.434447E-03  8.881400E-02
  9.321423E-02  1.509197E-03  9.073936E-02
  9.551662E-02  1.587993E-03  9.264076E-02
  9.787588E-02  1.671069E-03  9.451286E-02
  1.002934E-01  1.758674E-03  9.635003E-02
  1.027707E-01  1.851073E-03  9.814636E-02
  1.053091E-01  1.948547E-03  9.989568E-02
  1.079102E-01  2.051397E-03  1.015915E-01
  1.105756E-01  2.159943E-03  1.032271E-01
  1.133068E-01  2.274527E-03  1.047954E-01
  1.161055E-01  2.395511E-03  1.062892E-01
  1.189733E-01  2.523286E-03  1.077008E-01
  1.219120E-01  2.658265E-03  1.090225E-01
  1.249232E-01  2.800892E-03  1.102462E-01
  1.280088E-01  2.951641E-03  1.113636E-01
  1.311706E-01  3.111019E-03  1.123662E-01
  1.344105E-01  3.279566E-03  1.132452E-01
  1.377305E-01  3.457864E-03  1.139920E-01
  1.411324E-01  3.646534E-03  1.145973E-01
  1.446184E-01  3.846240E-03  1.150522E-01
  1.481904E-01  4.057697E-03  1.153474E-01
  1.518507E-01  4.281669E-03  1.154737E-01
  1.556015E-01  4.518976E-03  1.154218E-01
  1.594448E-01  4.770499E-03  1.151826E-01
  1.633831E-01  5.037183E-03  1.147469E-01
  1.674187E-01  5.320042E-03  1.141056E-01
  1.715539E-01  5.620167E-03  1.132499E-01
  1.757913E-01  5.938729E-03  1.121711E-01
  1.801333E-01  6.276986E-03  1.108608E-01
  1.845826E-01  6.636292E-03  1.093108E-01
  1.891418E-01  7.018101E-03  1.075136E-01
  1.938136E-01  7.423979E-03  1.054616E-01
  1.986008E-01  7.855605E-03  1.031482E-01
  2.035063E-01  8.314790E-03  1.005670E-01
  2.085329E-01  8.803478E-03  9.771236E-02
  2.136836E-01  9.323759E-03  9.457926E-02
  2.189616E-01  9.877879E-03  9.116343E-02
  2.243700E-01  1.046825E-02  8.746139E-02
  2.299119E-01  1.109748E-02  8.347052E-02
  2.355907E-01  1.176833E-02  7.918912E-02
  2.414098E-01  1.248379E-02  7.461651E-02
  2.473726E-01  1.324708E-02  6.975304E-02
  2.534827E-01  1.406160E-02  6.460019E-02
  2.597438E-01  1.493104E-02  5.916061E-02
  2.661594E-01  1.585930E-02  5.343820E-02
  2.727336E-01  1.685056E-02  4.743814E-02
  2.794701E-01  1.790928E-02  4.116695E-02
  2.863730E-01  1.904017E-02  3.463254E-02
  2.934464E-01  2.024826E-02  2.784426E-02
  3.006945E-01  2.153885E-02  2.081290E-02
  3.081217E-01  2.291752E-02  1.355076E-02
  3.157323E-01  2.439014E-02  6.071644E-03
  3.235309E-01  2.596285E-02 -1.609108E-03
  3.315221E-01  2.764204E-02 -9.474634E-03
  3.397107E-01  2.943432E-02 -1.750654E-02
  3.481015E-01  3.134648E-02 -2.568492E-02
  3.566997E-01  3.338544E-02 -3.398839E-02
  3.655101E-01  3.555819E-02 -4.239407E-02
  3.745382E-01  3.787170E-02 -5.087773E-02
  3.837893E-01  4.033280E-02 -5.941374E-02
