  2.403846E-04  1.660393E-05  2.220724E-03
  2.433413E-04  1.680816E-05  2.247367E-03
  2.463344E-04  1.701490E-05  2.274327E-03
  2.493644E-04  1.722418E-05  2.301609E-03
  2.524315E-04  1.743604E-05  2.329216E-03
  2.555364E-04  1.765050E-05  2.357151E-03
  2.586795E-04  1.786761E-05  2.385419E-03
  2.618613E-04  1.808738E-05  2.414023E-03
  2.650822E-04  1.830985E-05  2.442968E-03
  2.683427E-04  1.853506E-05  2.472257E-03
  2.716433E-04  1.876304E-05  2.501894E-03
  2.749845E-04  1.899383E-05  2.531884E-03
  2.783668E-04  1.922745E-05  2.562230E-03
  2.817908E-04  1.946395E-05  2.592938E-03
  2.852568E-04  1.970336E-05  2.624010E-03
  2.887654E-04  1.994571E-05  2.655451E-03
  2.923173E-04  2.019104E-05  2.687266E-03
  2.959128E-04  2.043939E-05  2.719459E-03
  2.995525E-04  2.069080E-05  2.752035E-03
  3.032370E-04  2.094530E-05  2.784997E-03
  3.069668E-04  2.120292E-05  2.818350E-03
  3.107425E-04  2.146372E-05  2.852100E-03
  3.145646E-04  2.172772E-05  2.886250E-03
  3.184338E-04  2.199497E-05  2.920805E-03
  3.223505E-04  2.226551E-05  2.955770E-03
  3.263154E-04  2.253938E-05  2.991149E-03
  3.303291E-04  2.281661E-05  3.026948E-03
  3.343921E-04  2.309726E-05  3.063172E-03
  3.385052E-04  2.338136E-05  3.099825E-03
  3.426688E-04  2.366895E-05  3.136912E-03
  3.468836E-04  2.396008E-05  3.174438E-03
  3.511503E-04  2.425478E-05  3.212409E-03
  3.554694E-04  2.455312E-05  3.250829E-03
  3.598417E-04  2.485512E-05  3.289705E-03
  3.642677E-04  2.516084E-05  3.329040E-03
  3.687482E-04  2.547032E-05  3.368841E-03
  3.732838E-04  2.578361E-05  3.409112E-03
  3.778752E-04  2.610075E-05  3.449860E-03
  3.825231E-04  2.642179E-05  3.491090E-03
  3.872281E-04  2.674678E-05  3.532807E-03
  3.919910E-04  2.707576E-05  3.575016E-03
  3.968125E-04  2.740879E-05  3.617725E-03
  4.016933E-04  2.774592E-05  3.660938E-03
  4.066342E-04  2.808720E-05  3.704661E-03
  4.116358E-04  2.843267E-05  3.748900E-03
  4.166989E-04  2.878240E-05  3.793661E-03
  4.218243E-04  2.913642E-05  3.838950E-03
  4.270127E-04  2.949480E-05  3.884774E-03
  4.322650E-04  2.985759E-05  3.931137E-03
  4.375818E-04  3.022484E-05  3.978048E-03
  4.429641E-04  3.059660E-05  4.025510E-03
  4.484125E-04  3.097294E-05  4.073532E-03
  4.539280E-04  3.135391E-05  4.122120E-03
  4.595113E-04  3.173957E-05  4.171279E-03
  4.651633E-04  3.212997E-05  4.221017E-03
  4.708848E-04  3.252517E-05  4.271340E-03
  4.766767E-04  3.292523E-05  4.322255E-03
  4.825398E-04  3.333021E-05  4.373769E-03
  4.884751E-04  3.374018E-05  4.425887E-03
  4.944833E-04  3.415518E-05  4.478619E-03
  5.005655E-04  3.457529E-05  4.531969E-03
  5.067224E-04  3.500057E-05  4.585946E-03
  5.129551E-04  3.543108E-05  4.640557E-03
  5.192644E-04  3.586689E-05  4.695808E-03
  5.256514E-04  3.630805E-05  4.751707E-03
  5.321169E-04  3.675464E-05  4.808262E-03
