RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            7     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     2.099D-05  2.083D-06
    1    4     1     0  ---    2  4.0D+00  1.2D-04  1.962D-05  2.081D-06
    2    5     0     0  con    0  1.0D+00  6.7D-05  4.271D-06  2.080D-06
    3    6     0     0  con    0  1.0D+00  3.1D-05  2.440D-06  2.080D-06
    4    7     0     0  con    0  1.0D+00  2.7D-05  3.536D-06  2.080D-06
    5    8     0     0  con    0  1.0D+00  1.8D-04  1.165D-05  2.080D-06
    6    9     0     0  con    0  1.0D+00  4.2D-04  2.162D-05  2.079D-06
    7   10     0     0  con    0  1.0D+00  1.2D-03  3.814D-05  2.076D-06
    8   11     0     0  con    0  1.0D+00  2.9D-03  5.868D-05  2.070D-06
    9   12     0     0  con    0  1.0D+00  5.9D-03  7.555D-05  2.059D-06
   10   13     0     0  con    0  1.0D+00  8.0D-03  6.799D-05  2.045D-06
   11   14     0     0  con    0  1.0D+00  5.5D-03  3.252D-05  2.036D-06
   12   15     0     0  con    0  1.0D+00  8.1D-04  2.390D-06  2.033D-06
   13   16     0     0  con    0  1.0D+00  6.5D-04  4.438D-06  2.033D-06
   14   17     0     0  con    0  1.0D+00  4.1D-04  6.742D-06  2.033D-06
   15   18     0     0  con    0  1.0D+00  9.6D-04  9.409D-06  2.032D-06
   16   19     0     0  con    0  1.0D+00  2.3D-03  3.083D-05  2.032D-06
   17   20     0     0  con    0  1.0D+00  8.3D-04  2.214D-05  2.030D-06
   18   21     0     0  con    0  1.0D+00  2.5D-03  1.317D-05  2.026D-06
   19   22     0     0  con    0  1.0D+00  8.2D-03  4.181D-05  2.015D-06
   20   23     0     0  con    0  1.0D+00  2.2D-02  9.280D-05  1.988D-06
   21   24     0     0  con    0  1.0D+00  4.8D-02  1.634D-04  1.936D-06
   22   25     0     0  con    0  1.0D+00  6.8D-02  2.221D-04  1.857D-06
   23   26     0     0  con    0  1.0D+00  8.8D-02  2.307D-04  1.719D-06
   24   28     0     0  con    1  1.9D-01  4.8D-02  2.117D-04  1.680D-06
   25   29     0     0  con    0  1.0D+00  9.3D-02  7.301D-05  1.461D-06
   26   30     0     0  con    0  1.0D+00  1.1D-01  1.107D-04  1.384D-06
   27   31     0     0  con    0  1.0D+00  7.1D-02  1.348D-05  1.318D-06
   28   33     0     0  con    1  4.7D-01  4.5D-02  4.604D-05  1.305D-06
   29   34     0     0  con    0  1.0D+00  4.1D-02  3.557D-05  1.296D-06
   30   36     0     0  con    1  4.5D-01  1.2D-02  2.152D-05  1.294D-06
   31   37     0     0  con    0  1.0D+00  1.1D-02  4.906D-06  1.292D-06
   32   38     0     0  con    0  1.0D+00  1.4D-02  2.963D-06  1.291D-06
   33   39     0     0  con    0  1.0D+00  3.2D-04  1.011D-06  1.291D-06
   34   40     0     0  con    0  1.0D+00  4.0D-04  3.319D-06  1.291D-06
   35   41     0     0  con    0  1.0D+00  1.0D-03  8.221D-06  1.291D-06
   36   42     0     0  con    0  1.0D+00  2.1D-03  1.562D-05  1.290D-06
   37   43     0     0  con    0  1.0D+00  5.2D-03  2.807D-05  1.289D-06
   38   44     0     0  con    0  1.0D+00  1.5D-02  4.741D-05  1.284D-06
   39   47     0     0  con    2  1.7D+00  1.3D-01  2.832D-05  1.235D-06
   40   50     0     0  con    2  5.5D-02  1.7D-02  6.814D-05  1.231D-06
   41   51     0     0  con    0  1.0D+00  4.7D-02  8.935D-05  1.202D-06
   42   53     0     0  con    1  2.9D-01  1.1D-02  7.977D-05  1.186D-06
   43   54     0     0  con    0  1.0D+00  5.3D-02  4.368D-05  1.176D-06
   44   55     0     0  con    0  1.0D+00  8.2D-03  5.609D-05  1.173D-06
   45   56     0     0  con    0  1.0D+00  1.2D-02  6.228D-05  1.166D-06
   46   57     0     0  con    0  1.0D+00  3.2D-02  6.246D-05  1.152D-06
   47   58     0     0  con    0  1.0D+00  2.5D-02  3.351D-05  1.140D-06
   48   59     0     0  con    0  1.0D+00  4.8D-02  6.875D-05  1.132D-06
   49   60     0     0  con    0  1.0D+00  1.5D-02  6.702D-06  1.116D-06
   50   61     0     0  con    0  1.0D+00  4.4D-02  3.173D-05  1.100D-06
   51   63     0     0  con    1  3.7D-01  2.7D-02  5.703D-05  1.090D-06
   52   64     0     0  con    0  1.0D+00  2.8D-02  5.365D-05  1.064D-06
   53   65     0     0  con    0  1.0D+00  2.2D-02  6.919D-06  1.047D-06
   54   67     0     0  con    1  2.8D-01  1.6D-02  2.481D-05  1.044D-06
   55   68     0     0  con    0  1.0D+00  8.7D-03  2.985D-05  1.043D-06
   56   69     0     0  con    0  1.0D+00  1.5D-02  3.228D-05  1.040D-06
   57   71     0     0  con    1  3.8D-01  1.3D-02  3.956D-05  1.037D-06
   58   72     0     0  con    0  1.0D+00  1.5D-02  3.473D-05  1.031D-06
