  1.488095E-04  1.359819E-05  1.790153E-03
  1.524851E-04  1.393406E-05  1.831934E-03
  1.562515E-04  1.427823E-05  1.874683E-03
  1.601109E-04  1.463091E-05  1.918422E-03
  1.640657E-04  1.499229E-05  1.963174E-03
  1.681181E-04  1.536260E-05  2.008959E-03
  1.722706E-04  1.574206E-05  2.055803E-03
  1.765257E-04  1.613088E-05  2.103729E-03
  1.808859E-04  1.652932E-05  2.152762E-03
  1.853537E-04  1.693759E-05  2.202926E-03
  1.899320E-04  1.735595E-05  2.254248E-03
  1.946233E-04  1.778464E-05  2.306753E-03
  1.994305E-04  1.822392E-05  2.360468E-03
  2.043564E-04  1.867405E-05  2.415421E-03
  2.094040E-04  1.913530E-05  2.471639E-03
  2.145763E-04  1.960795E-05  2.529152E-03
  2.198763E-04  2.009226E-05  2.587987E-03
  2.253073E-04  2.058854E-05  2.648176E-03
  2.308724E-04  2.109708E-05  2.709747E-03
  2.365749E-04  2.161818E-05  2.772733E-03
  2.424183E-04  2.215215E-05  2.837165E-03
  2.484061E-04  2.269930E-05  2.903075E-03
  2.545417E-04  2.325998E-05  2.970497E-03
  2.608289E-04  2.383450E-05  3.039464E-03
  2.672713E-04  2.442321E-05  3.110010E-03
  2.738729E-04  2.502647E-05  3.182171E-03
  2.806376E-04  2.564462E-05  3.255982E-03
  2.875694E-04  2.627804E-05  3.331481E-03
  2.946723E-04  2.692711E-05  3.408704E-03
  3.019507E-04  2.759221E-05  3.487690E-03
  3.094089E-04  2.827374E-05  3.568478E-03
  3.170513E-04  2.897210E-05  3.651107E-03
  3.248825E-04  2.968771E-05  3.735619E-03
  3.329071E-04  3.042100E-05  3.822053E-03
  3.411299E-04  3.117240E-05  3.910454E-03
  3.495558E-04  3.194236E-05  4.000862E-03
  3.581898E-04  3.273134E-05  4.093324E-03
  3.670371E-04  3.353980E-05  4.187882E-03
  3.761029E-04  3.436824E-05  4.284584E-03
  3.853927E-04  3.521714E-05  4.383475E-03
  3.949119E-04  3.608700E-05  4.484603E-03
  4.046662E-04  3.697835E-05  4.588017E-03
  4.146614E-04  3.789172E-05  4.693766E-03
  4.249036E-04  3.882765E-05  4.801899E-03
  4.353987E-04  3.978669E-05  4.912469E-03
  4.461530E-04  4.076943E-05  5.025528E-03
  4.571730E-04  4.177643E-05  5.141128E-03
  4.684652E-04  4.280831E-05  5.259324E-03
  4.800363E-04  4.386568E-05  5.380172E-03
  4.918932E-04  4.494917E-05  5.503727E-03
  5.040429E-04  4.605942E-05  5.630046E-03
  5.164928E-04  4.719709E-05  5.759189E-03
  5.292502E-04  4.836286E-05  5.891215E-03
  5.423227E-04  4.955743E-05  6.026183E-03
  5.557180E-04  5.078150E-05  6.164156E-03
  5.694443E-04  5.203581E-05  6.305195E-03
  5.835095E-04  5.332110E-05  6.449366E-03
  5.979222E-04  5.463814E-05  6.596731E-03
  6.126909E-04  5.598771E-05  6.747358E-03
  6.278244E-04  5.737061E-05  6.901314E-03
  6.433316E-04  5.878768E-05  7.058666E-03
  6.592219E-04  6.023974E-05  7.219483E-03
  6.755047E-04  6.172767E-05  7.383837E-03
  6.921897E-04  6.325236E-05  7.551798E-03
  7.092867E-04  6.481470E-05  7.723438E-03
  7.268061E-04  6.641564E-05  7.898833E-03
  7.447582E-04  6.805611E-05  8.078056E-03
  7.631538E-04  6.973711E-05  8.261184E-03
  7.820037E-04  7.145964E-05  8.448294E-03
  8.013192E-04  7.322470E-05  8.639463E-03
  8.211117E-04  7.503337E-05  8.834772E-03
  8.413932E-04  7.688672E-05  9.034300E-03
  8.621756E-04  7.878584E-05  9.238130E-03
  8.834713E-04  8.073187E-05  9.446343E-03
  9.052931E-04  8.272597E-05  9.659024E-03
  9.276538E-04  8.476933E-05  9.876257E-03
  9.505669E-04  8.686315E-05  1.009813E-02
  9.740459E-04  8.900870E-05  1.032472E-02
  9.981048E-04  9.120725E-05  1.055613E-02
  1.022758E-03  9.346010E-05  1.079244E-02
  1.048020E-03  9.576860E-05  1.103374E-02
  1.073906E-03  9.813412E-05  1.128012E-02
  1.100432E-03  1.005581E-04  1.153168E-02
  1.127612E-03  1.030419E-04  1.178850E-02
  1.155464E-03  1.055871E-04  1.205068E-02
  1.184004E-03  1.081951E-04  1.231831E-02
  1.213249E-03  1.108676E-04  1.259150E-02
  1.243217E-03  1.136061E-04  1.287032E-02
  1.273924E-03  1.164122E-04  1.315488E-02
  1.305390E-03  1.192877E-04  1.344528E-02
