RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            5     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
   29   33     0     0  con    0  1.0D+00  2.9D-01  1.276D-03  1.346D-04
   30   35     0     0  con    1  2.0D-01  4.3D-01  1.024D-03  1.230D-04
   31   37     0     0  con    1  1.9D-01  1.7D-01  1.914D-03  1.211D-04
   32   38     0     0  con    0  1.0D+00  2.1D-01  1.996D-03  1.174D-04
   33   40     0     0  con    1  4.5D-01  2.3D-01  3.036D-03  1.147D-04
   34   41     0     0  con    0  1.0D+00  3.3D-01  1.720D-03  1.061D-04
   35   42     0     0  con    0  1.0D+00  2.8D-01  4.441D-04  9.878D-05
   36   44     0     0  con    1  1.8D-01  3.2D-01  9.785D-04  9.461D-05
   37   45     0     0  con    0  1.0D+00  2.9D-01  2.005D-03  8.986D-05
   38   46     0     0  con    0  1.0D+00  2.0D-01  6.573D-04  8.256D-05
   39   48     0     0  con    1  3.7D-01  1.6D-01  1.437D-03  8.039D-05
   40   50     0     0  con    1  3.8D-01  1.6D-01  1.864D-03  7.843D-05
   41   51     0     0  con    0  1.0D+00  2.8D-01  1.852D-03  7.512D-05
   42   52     0     0  con    0  1.0D+00  1.1D-01  2.970D-04  7.165D-05
   43   53     0     0  con    0  1.0D+00  3.7D-01  1.046D-03  6.762D-05
   44   54     0     0  con    0  1.0D+00  2.8D-01  1.324D-03  6.295D-05
   45   55     0     0  con    0  1.0D+00  3.6D-01  1.993D-03  5.861D-05
   46   56     0     0  con    0  1.0D+00  4.5D-01  1.738D-03  5.332D-05
   47   58     0     0  con    1  1.7D-01  2.6D-01  5.772D-04  4.960D-05
   48   59     0     0  con    0  1.0D+00  1.7D-01  1.548D-03  4.701D-05
   49   60     0     0  con    0  1.0D+00  2.9D-02  1.919D-04  4.663D-05
   50   61     0     0  con    0  1.0D+00  1.3D-01  1.110D-03  4.427D-05
   51   62     0     0  con    0  1.0D+00  7.9D-02  1.281D-03  4.340D-05
   52   63     0     0  con    0  1.0D+00  2.5D-01  1.352D-03  4.079D-05
   53   64     0     0  con    0  1.0D+00  1.7D-01  3.653D-04  3.974D-05
   54   65     0     0  con    0  1.0D+00  2.8D-01  1.891D-03  3.835D-05
   55   66     0     0  con    0  1.0D+00  1.3D-01  1.216D-03  3.723D-05
   56   67     0     0  con    0  1.0D+00  1.6D-01  1.529D-03  3.305D-05
   57   68     0     0  con    0  1.0D+00  5.8D-02  1.129D-04  3.190D-05
   58   70     0     0  con    1  5.0D-01  1.7D-01  8.129D-04  3.106D-05
   59   71     0     0  con    0  1.0D+00  1.8D-01  1.295D-03  2.967D-05
   60   72     0     0  con    0  1.0D+00  2.4D-01  1.152D-03  2.688D-05
   61   73     0     0  con    0  1.0D+00  2.8D-01  2.015D-03  2.554D-05
   62   74     0     0  con    0  1.0D+00  2.5D-01  1.776D-04  2.231D-05
   63   76     0     0  con    1  2.5D-01  1.3D-01  5.470D-04  2.165D-05
   64   77     0     0  con    0  1.0D+00  2.4D-01  1.768D-03  2.090D-05
   65   78     0     0  con    0  1.0D+00  2.7D-02  8.290D-04  1.931D-05
   66   79     0     0  con    0  1.0D+00  2.6D-01  1.224D-03  1.771D-05
   67   80     0     0  con    0  1.0D+00  1.4D-01  7.700D-04  1.660D-05
   68   81     0     0  con    0  1.0D+00  3.0D-01  1.900D-03  1.582D-05
   69   82     0     0  con    0  1.0D+00  1.8D-01  2.293D-04  1.323D-05
   70   84     0     0  con    1  2.5D-01  1.4D-01  4.534D-04  1.254D-05
   71   86     0     0  con    1  5.1D-01  1.4D-01  1.038D-03  1.207D-05
   72   87     0     0  con    0  1.0D+00  1.0D-01  9.312D-04  1.120D-05
   73   88     0     0  con    0  1.0D+00  1.5D-01  1.996D-04  1.042D-05
   74   90     0     0  con    1  4.4D-01  1.0D-01  4.517D-04  9.946D-06
   75   91     0     0  con    0  1.0D+00  1.9D-01  1.225D-03  9.365D-06
   76   92     0     0  con    0  1.0D+00  2.6D-02  1.002D-03  8.816D-06
   77   93     0     0  con    0  1.0D+00  3.1D-03  5.367D-04  8.491D-06
   78   95     0     0  con    1  3.9D-01  1.1D-01  1.211D-04  7.979D-06
   79   97     0     0  con    1  2.2D-01  1.0D-01  4.026D-04  7.656D-06
   80   98     0     0  con    0  1.0D+00  1.1D-01  9.829D-04  7.304D-06
   81   99     0     0  con    0  1.0D+00  5.2D-02  8.292D-04  6.802D-06
   82  100     0     0  con    0  1.0D+00  1.3D-01  9.028D-04  6.294D-06
   83  101     0     0  con    0  1.0D+00  1.9D-01  5.483D-04  5.322D-06
   84  102     0     0  con    0  1.0D+00  2.2D-01  1.256D-03  4.918D-06
   85  103     0     0  con    0  1.0D+00  2.3D-01  2.305D-04  3.769D-06
   86  105     0     0  con    1  1.8D-01  7.0D-02  2.560D-04  3.601D-06
   87  106     0     0  con    0  1.0D+00  1.3D-01  9.536D-04  3.278D-06
   88  107     0     0  con    0  1.0D+00  1.1D-02  4.502D-04  3.038D-06
   89  108     0     0  con    0  1.0D+00  1.0D-01  5.511D-04  2.744D-06
   90  110     0     0  con    1  5.2D-01  1.4D-01  7.612D-04  2.456D-06
   91  111     0     0  con    0  1.0D+00  6.5D-02  9.029D-05  2.216D-06
   92  112     0     0  con    0  1.0D+00  1.2D-01  4.646D-04  2.103D-06
   93  113     0     0  con    0  1.0D+00  1.9D-02  2.264D-04  1.922D-06
   94  114     0     0  con    0  1.0D+00  1.0D-01  3.340D-04  1.683D-06
   95  115     0     0  con    0  1.0D+00  2.1D-01  8.934D-04  1.362D-06
   96  117     0     0  con    1  3.9D-01  1.1D-02  2.454D-04  1.203D-06
   97  118     0     0  con    0  1.0D+00  4.0D-02  2.477D-04  1.133D-06
   98  120     0     0  con    1  3.6D-01  1.2D-01  4.305D-04  9.185D-07
   99  121     0     0  con    0  1.0D+00  9.7D-02  4.050D-04  7.810D-07
  100  122     0     0  con    0  1.0D+00  6.5D-02  2.461D-04  6.795D-07
  101  124     0     0  con    1  2.7D-01  9.1D-02  4.120D-05  5.514D-07
  102  126     0     0  con    1  2.4D-01  5.3D-02  2.364D-04  5.104D-07
  103  127     0     0  con    0  1.0D+00  4.3D-02  2.964D-04  4.509D-07
  104  128     0     0  con    0  1.0D+00  2.7D-02  2.143D-04  4.076D-07
  105  129     0     0  con    0  1.0D+00  9.9D-02  4.454D-04  3.615D-07
  106  130     0     0  con    0  1.0D+00  4.0D-02  1.457D-04  2.836D-07
  107  131     0     0  con    0  1.0D+00  1.2D-01  4.259D-04  2.453D-07
  108  132     0     0  con    0  1.0D+00  9.3D-03  4.259D-05  2.024D-07
  109  133     0     0  con    0  1.0D+00  6.1D-02  6.350D-05  1.751D-07
  110  135     0     0  con    1  4.8D-01  5.4D-02  1.542D-04  1.615D-07
  111  136     0     0  con    0  1.0D+00  3.9D-02  1.124D-04  1.432D-07
  112  137     0     0  con    0  1.0D+00  4.1D-02  1.244D-05  1.269D-07
  113  139     0     0  con    1  3.3D-01  3.1D-02  7.541D-05  1.228D-07
  114  140     0     0  con    0  1.0D+00  3.3D-02  6.514D-05  1.184D-07
  115  142     0     0  con    1  4.6D-01  1.5D-02  6.290D-05  1.168D-07
  116  143     0     0  con    0  1.0D+00  2.0D-02  1.373D-05  1.142D-07
  117  145     0     0  con    1  5.2D-01  1.6D-02  1.027D-05  1.137D-07
  118  146     0     0  con    0  1.0D+00  6.5D-03  6.593D-06  1.136D-07
  119  147     0     0  con    0  1.0D+00  3.0D-03  4.309D-07  1.136D-07
  120  148     0     0  con    0  1.0D+00  9.4D-04  3.271D-07  1.136D-07
  121  150     0     0  con    1  2.7D-01  1.0D-04  8.693D-08  1.136D-07
  122  151     0     0  con    0  1.0D+00  5.4D-05  8.748D-08  1.136D-07
  123  152     0     0  con    0  1.0D+00  1.2D-04  3.975D-07  1.136D-07
  124  153     0     0  con    0  1.0D+00  1.5D-04  7.974D-07  1.136D-07
  125  154     0     0  con    0  1.0D+00  2.7D-04  1.502D-06  1.136D-07
  126  155     0     0  con    0  1.0D+00  4.4D-04  2.596D-06  1.136D-07
  127  156     0     0  con    0  1.0D+00  7.3D-04  4.367D-06  1.135D-07
  128  157     0     0  con    0  1.0D+00  1.3D-03  7.131D-06  1.135D-07
  129  158     0     0  con    0  1.0D+00  2.3D-03  1.152D-05  1.135D-07
  130  159     0     0  con    0  1.0D+00  4.5D-03  1.808D-05  1.133D-07
  131  160     0     0  con    0  1.0D+00  9.6D-03  2.711D-05  1.130D-07
  132  161     0     0  con    0  1.0D+00  2.1D-02  3.872D-05  1.122D-07
  133  162     0     0  con    0  1.0D+00  4.7D-02  4.619D-05  1.106D-07
  134  164     0     0  con    1  1.9D-01  2.0D-02  8.340D-05  1.101D-07
  135  165     0     0  con    0  1.0D+00  7.9D-02  5.920D-05  1.075D-07
  136  166     0     0  con    0  1.0D+00  7.9D-02  4.339D-05  1.053D-07
  137  167     0     0  con    0  1.0D+00  6.8D-02  5.509D-05  1.018D-07
  138  168     0     0  con    0  1.0D+00  8.7D-02  1.189D-05  9.643D-08
  139  169     0     0  con    0  1.0D+00  1.2D-02  1.255D-05  9.586D-08
  140  170     0     0  con    0  1.0D+00  2.0D-02  3.440D-05  9.468D-08
  141  171     0     0  con    0  1.0D+00  1.1D-02  5.234D-05  9.284D-08
  142  172     0     0  con    0  1.0D+00  5.3D-02  6.451D-05  8.969D-08
  143  173     0     0  con    0  1.0D+00  1.5D-01  9.600D-05  8.172D-08
  144  174     0     0  con    0  1.0D+00  3.4D-01  1.274D-04  6.559D-08
  145  176     0     0  con    1  9.8D-02  7.0D-02  2.082D-04  6.406D-08
  146  177     0     0  con    0  1.0D+00  3.6D-01  1.362D-04  3.585D-08
  147  178     0     0  con    0  1.0D+00  2.8D-01  9.413D-06  1.448D-08
  148  180     0     0  con    1  3.3D-01  2.1D-01  7.954D-05  9.738D-09
  149  181     0     0  con    0  1.0D+00  5.1D-01  5.750D-05  4.602D-09
  150  183     0     0  con    1  2.1D-01  4.3D-02  7.358D-05  2.162D-09
  151  185     0     0  con    1  5.0D-01  5.2D-02  8.229D-06  8.664D-10
  152  186     0     0  con    0  1.0D+00  5.4D-02  5.890D-06  4.459D-10
  153  187     0     0  con    0  1.0D+00  1.9D-02  1.422D-06  2.903D-10
  154  188     0     0  con    0  1.0D+00  3.3D-02  2.609D-06  2.418D-10
  155  189     0     0  con    0  1.0D+00  1.1D-02  1.308D-06  2.217D-10
  156  190     0     0  con    0  1.0D+00  4.2D-03  4.536D-07  1.892D-10
  157  191     0     0  con    0  1.0D+00  1.1D-02  8.629D-07  1.574D-10
  158  192     0     0  con    0  1.0D+00  9.4D-03  3.722D-07  1.536D-10
  159  193     0     0  con    0  1.0D+00  1.6D-03  2.299D-08  1.535D-10
  160  194     0     0  con    0  1.0D+00  5.6D-05  4.475D-09  1.535D-10
  161  195     0     0  con    0  1.0D+00  1.3D-05  4.914D-10  1.535D-10
  162  197     0     0  con    1  3.2D-01  6.1D-07  8.389D-11  1.535D-10
  163  199     0     0  con    1  1.3D-01  2.4D-07  6.686D-11  1.535D-10
  164  208     0     0  con    8  9.9D-14  1.6D-19  6.686D-11  1.535D-10

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 2.112E+02 seconds.

