RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            7     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     5.289D-05  5.206D-06
    1    4     1     0  ---    2  3.9D+00  2.9D-04  4.925D-05  5.196D-06
    2    5     0     0  con    0  1.0D+00  1.7D-04  1.196D-05  5.191D-06
    3    6     0     0  con    0  1.0D+00  8.4D-05  6.080D-06  5.190D-06
    4    7     0     0  con    0  1.0D+00  6.3D-05  8.407D-06  5.190D-06
    5    8     0     0  con    0  1.0D+00  4.9D-04  2.958D-05  5.186D-06
    6    9     0     0  con    0  1.0D+00  1.1D-03  5.487D-05  5.180D-06
    7   10     0     0  con    0  1.0D+00  3.3D-03  9.693D-05  5.163D-06
    8   11     0     0  con    0  1.0D+00  7.5D-03  1.477D-04  5.126D-06
    9   12     0     0  con    0  1.0D+00  1.5D-02  1.856D-04  5.058D-06
   10   13     0     0  con    0  1.0D+00  1.9D-02  1.595D-04  4.976D-06
   11   14     0     0  con    0  1.0D+00  1.2D-02  6.837D-05  4.925D-06
   12   15     0     0  con    0  1.0D+00  8.1D-04  5.527D-06  4.915D-06
   13   16     0     0  con    0  1.0D+00  1.3D-03  6.253D-06  4.914D-06
   14   17     0     0  con    0  1.0D+00  7.0D-04  9.333D-06  4.913D-06
   15   18     0     0  con    0  1.0D+00  1.9D-03  1.496D-05  4.911D-06
   16   20     0     0  con    1  3.6D-01  2.1D-03  3.537D-05  4.909D-06
   17   21     0     0  con    0  1.0D+00  1.9D-03  3.940D-05  4.902D-06
   18   22     0     0  con    0  1.0D+00  8.2D-03  5.118D-05  4.870D-06
   19   23     0     0  con    0  1.0D+00  2.0D-02  6.762D-05  4.800D-06
   20   24     0     0  con    0  1.0D+00  5.8D-02  1.275D-04  4.620D-06
   21   25     0     0  con    0  1.0D+00  1.2D-01  2.238D-04  4.301D-06
   22   26     0     0  con    0  1.0D+00  1.4D-01  3.304D-04  3.927D-06
   23   27     0     0  con    0  1.0D+00  1.5D-01  3.012D-04  3.296D-06
   24   28     0     0  con    0  1.0D+00  2.0D-01  2.862D-04  2.958D-06
   25   30     0     0  con    1  3.3D-01  5.4D-02  5.232D-05  2.406D-06
   26   32     0     0  con    1  3.8D-01  6.6D-02  1.485D-04  2.309D-06
   27   33     0     0  con    0  1.0D+00  5.3D-02  1.162D-04  2.210D-06
   28   35     0     0  con    1  5.2D-01  9.3D-02  1.331D-04  2.154D-06
   29   36     0     0  con    0  1.0D+00  2.0D-02  1.917D-05  2.113D-06
   30   37     0     0  con    0  1.0D+00  3.7D-02  1.209D-05  2.092D-06
   31   38     0     0  con    0  1.0D+00  5.8D-02  2.388D-05  2.080D-06
   32   39     0     0  con    0  1.0D+00  1.5D-03  2.584D-06  2.078D-06
   33   40     0     0  con    0  1.0D+00  5.5D-03  1.530D-06  2.078D-06
   34   41     0     0  con    0  1.0D+00  2.7D-03  1.747D-06  2.078D-06
   35   42     0     0  con    0  1.0D+00  4.0D-03  2.522D-06  2.078D-06
   36   43     0     0  con    0  1.0D+00  1.5D-02  5.703D-06  2.075D-06
   37   44     0     0  con    0  1.0D+00  1.9D-02  3.240D-05  2.073D-06
   38   45     0     0  con    0  1.0D+00  1.6D-02  2.476D-05  2.066D-06
   39   46     0     0  con    0  1.0D+00  8.0D-02  5.261D-05  2.030D-06
   40   47     0     0  con    0  1.0D+00  2.8D-02  8.931D-05  1.992D-06
   41   48     0     0  con    0  1.0D+00  6.5D-02  1.180D-04  1.914D-06
   42   49     0     0  con    0  1.0D+00  7.6D-02  3.937D-05  1.857D-06
   43   51     0     0  con    1  2.5D-01  1.6D-02  9.146D-05  1.843D-06
   44   52     0     0  con    0  1.0D+00  4.7D-02  9.071D-05  1.804D-06
   45   53     0     0  con    0  1.0D+00  7.4D-02  1.774D-04  1.773D-06
   46   54     0     0  con    0  1.0D+00  7.0D-02  5.263D-05  1.710D-06
   47   55     0     0  con    0  1.0D+00  4.7D-02  7.003D-05  1.679D-06
   48   56     0     0  con    0  1.0D+00  2.1D-02  5.133D-05  1.667D-06
   49   57     0     0  con    0  1.0D+00  2.0D-02  4.331D-05  1.655D-06
   50   58     0     0  con    0  1.0D+00  5.8D-02  1.071D-05  1.621D-06
   51   60     0     0  con    1  1.5D-01  2.8D-02  5.253D-05  1.612D-06
   52   61     0     0  con    0  1.0D+00  9.0D-02  1.312D-04  1.592D-06
   53   62     0     0  con    0  1.0D+00  7.1D-03  2.026D-05  1.550D-06
   54   63     0     0  con    0  1.0D+00  4.0D-02  1.889D-05  1.519D-06
   55   65     0     0  con    1  1.9D-01  2.5D-02  5.752D-05  1.507D-06
   56   66     0     0  con    0  1.0D+00  2.3D-02  7.071D-05  1.492D-06
   57   67     0     0  con    0  1.0D+00  3.7D-02  3.442D-05  1.480D-06
   58   68     0     0  con    0  1.0D+00  2.3D-02  1.966D-05  1.474D-06
   59   69     0     0  con    0  1.0D+00  2.2D-02  3.218D-05  1.471D-06
   60   70     0     0  con    0  1.0D+00  9.8D-03  1.860D-05  1.470D-06
   61   71     0     0  con    0  1.0D+00  1.2D-02  2.173D-05  1.467D-06
   62   72     0     0  con    0  1.0D+00  2.9D-02  4.753D-05  1.462D-06
   63   73     0     0  con    0  1.0D+00  6.5D-03  3.240D-05  1.454D-06
   64   74     0     0  con    0  1.0D+00  4.5D-02  4.493D-05  1.443D-06
   65   75     0     0  con    0  1.0D+00  2.1D-02  6.014D-06  1.436D-06
   66   77     0     0  con    1  4.2D-01  2.0D-02  2.031D-05  1.434D-06
   67   78     0     0  con    0  1.0D+00  7.1D-03  2.290D-05  1.433D-06
   68   79     0     0  con    0  1.0D+00  1.8D-02  2.384D-05  1.429D-06
   69   80     0     0  con    0  1.0D+00  3.6D-02  3.192D-05  1.425D-06
   70   81     0     0  con    0  1.0D+00  2.3D-02  1.646D-05  1.423D-06
   71   82     0     0  con    0  1.0D+00  4.0D-02  2.832D-05  1.421D-06
   72   83     0     0  con    0  1.0D+00  1.5D-02  7.851D-06  1.419D-06
   73   84     0     0  con    0  1.0D+00  1.3D-02  7.432D-06  1.418D-06
   74   86     0     0  con    1  6.5D-02  2.7D-03  1.109D-05  1.418D-06
   75   93     0     0  con    6  3.5D-04  5.1D-05  1.144D-05  1.418D-06
   76   94     0     0  con    0  1.0D+00  4.2D-03  5.091D-06  1.417D-06
   77   95     0     0  con    0  1.0D+00  8.0D-03  2.417D-06  1.417D-06
   78   96     0     0  con    0  1.0D+00  1.3D-03  1.424D-06  1.417D-06
   79   97     0     0  con    0  1.0D+00  1.9D-04  1.046D-07  1.417D-06
   80   98     0     0  con    0  1.0D+00  5.4D-05  2.754D-07  1.417D-06
   81   99     0     0  con    0  1.0D+00  4.9D-04  1.590D-06  1.417D-06
   82  100     0     0  con    0  1.0D+00  1.0D-03  3.147D-06  1.416D-06
   83  101     0     0  con    0  1.0D+00  3.2D-03  5.876D-06  1.416D-06
   84  102     0     0  con    0  1.0D+00  7.4D-03  9.435D-06  1.416D-06
   85  103     0     0  con    0  1.0D+00  1.3D-02  1.264D-05  1.416D-06
   86  104     0     0  con    0  1.0D+00  1.5D-02  1.151D-05  1.415D-06
   87  106     0     0  con    1  5.1D-02  2.4D-03  1.365D-05  1.415D-06
   88  107     0     0  con    0  1.0D+00  1.4D-02  6.369D-06  1.415D-06
   89  108     0     0  con    0  1.0D+00  1.2D-02  4.097D-06  1.414D-06
   90  110     0     0  con    1  2.2D-01  3.1D-03  2.471D-06  1.414D-06
   91  111     0     0  con    0  1.0D+00  1.0D-02  2.870D-06  1.414D-06
   92  113     0     0  con    1  2.9D-01  3.2D-04  1.639D-06  1.414D-06
   93  125     0     0  con   11  6.8D-02  2.7D-04  1.360D-06  1.414D-06
   94  134     0     0  con    8  2.0D-01  5.7D-04  6.925D-07  1.414D-06
   95  150     0     0  con   15  7.2D-10  1.1D-11  6.925D-07  1.414D-06
   96  151     0     0  con    0  1.0D+00  1.9D-04  1.810D-07  1.414D-06
   97  152     0     0  con    0  1.0D+00  4.0D-05  7.498D-08  1.414D-06
