RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            5     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
   37   40     0     0  con    0  1.0D+00  1.0D-03  6.095D-07  3.795D-07
   38   41     0     0  con    0  1.0D+00  3.7D-04  1.209D-06  3.795D-07
   39   42     0     0  con    0  1.0D+00  1.1D-04  1.224D-07  3.795D-07
   40   43     0     0  con    0  1.0D+00  6.4D-05  6.233D-08  3.795D-07
   41   44     0     0  con    0  1.0D+00  2.4D-05  7.901D-08  3.795D-07
   42   45     0     0  con    0  1.0D+00  1.7D-04  3.208D-07  3.795D-07
   43   46     0     0  con    0  1.0D+00  2.0D-04  6.199D-07  3.795D-07
   44   47     0     0  con    0  1.0D+00  4.1D-04  1.188D-06  3.795D-07
   45   48     0     0  con    0  1.0D+00  7.7D-04  2.050D-06  3.795D-07
   46   49     0     0  con    0  1.0D+00  1.7D-03  3.441D-06  3.794D-07
   47   50     0     0  con    0  1.0D+00  4.2D-03  5.608D-06  3.792D-07
   48   51     0     0  con    0  1.0D+00  1.1D-02  9.005D-06  3.787D-07
   49   52     0     0  con    0  1.0D+00  2.7D-02  1.431D-05  3.773D-07
   50   53     0     0  con    0  1.0D+00  7.5D-02  2.443D-05  3.734D-07
   51   54     0     0  con    0  1.0D+00  2.4D-01  3.419D-05  3.608D-07
   52   56     0     0  con    1  2.2D-01  3.3D-01  5.227D-05  3.442D-07
   53   58     0     0  con    1  2.6D-01  2.2D-01  4.254D-05  3.344D-07
   54   59     0     0  con    0  1.0D+00  3.8D-01  4.405D-05  3.101D-07
   55   61     0     0  con    1  2.7D-01  1.4D-01  4.844D-05  2.909D-07
   56   62     0     0  con    0  1.0D+00  3.7D-02  1.017D-05  2.533D-07
   57   63     0     0  con    0  1.0D+00  1.8D-01  1.290D-05  2.484D-07
   58   64     0     0  con    0  1.0D+00  3.1D-02  1.361D-05  2.448D-07
   59   65     0     0  con    0  1.0D+00  2.7D-01  7.090D-06  2.309D-07
   60   66     0     0  con    0  1.0D+00  1.6D-01  5.619D-06  2.206D-07
   61   67     0     0  con    0  1.0D+00  5.5D-01  2.170D-05  2.099D-07
   62   68     0     0  con    0  1.0D+00  1.0D-01  4.474D-06  1.815D-07
   63   69     0     0  con    0  1.0D+00  8.4D-01  4.612D-05  1.456D-07
   64   70     0     0  con    0  1.0D+00  4.3D-02  2.727D-06  1.133D-07
   65   71     0     0  con    0  1.0D+00  4.5D-01  2.483D-05  1.011D-07
   66   72     0     0  con    0  1.0D+00  4.5D-02  9.993D-06  9.773D-08
   67   73     0     0  con    0  1.0D+00  7.4D-02  9.931D-06  9.438D-08
   68   76     0     0  con    2  3.2D-02  2.3D-01  1.396D-05  9.067D-08
   69   77     0     0  con    0  1.0D+00  3.7D-01  2.188D-05  7.622D-08
   70   78     0     0  con    0  1.0D+00  3.8D-01  1.404D-05  5.824D-08
   71   80     0     0  con    1  5.3D-01  2.9D-01  2.334D-05  5.260D-08
   72   81     0     0  con    0  1.0D+00  3.9D-01  1.667D-05  4.154D-08
   73   82     0     0  con    0  1.0D+00  3.5D-01  1.963D-05  3.424D-08
   74   83     0     0  con    0  1.0D+00  5.6D-01  6.721D-06  1.961D-08
   75   84     0     0  con    0  1.0D+00  4.2D-01  1.848D-05  1.735D-08
   76   85     0     0  con    0  1.0D+00  3.2D-01  6.190D-06  9.998D-09
   77   86     0     0  con    0  1.0D+00  5.0D-01  1.775D-05  7.696D-09
   78   87     0     0  con    0  1.0D+00  2.9D-02  1.152D-05  5.637D-09
   79   88     0     0  con    0  1.0D+00  2.7D-01  2.434D-06  3.421D-09
   80   90     0     0  con    1  3.9D-01  1.8D-01  3.761D-06  2.670D-09
   81   91     0     0  con    0  1.0D+00  2.9D-01  6.763D-06  1.736D-09
   82   92     0     0  con    0  1.0D+00  1.0D-01  2.695D-06  8.836D-10
   83   93     0     0  con    0  1.0D+00  2.2D-01  2.952D-06  4.264D-10
   84   94     0     0  con    0  1.0D+00  1.9D-01  2.154D-06  2.604D-10
   85   95     0     0  con    0  1.0D+00  2.5D-02  1.834D-07  7.397D-11
   86   96     0     0  con    0  1.0D+00  6.7D-02  7.947D-07  4.040D-11
   87   97     0     0  con    0  1.0D+00  3.8D-02  4.251D-07  2.441D-11
   88   98     0     0  con    0  1.0D+00  2.8D-02  9.981D-08  1.746D-11
   89   99     0     0  con    0  1.0D+00  2.4D-03  3.535D-08  1.712D-11
   90  100     0     0  con    0  1.0D+00  2.2D-04  6.165D-08  1.701D-11
   91  101     0     0  con    0  1.0D+00  1.1D-03  8.389D-08  1.675D-11
   92  103     0     0  con    1  1.6D-01  3.8D-05  1.380D-07  1.671D-11
   93  104     0     0  con    0  1.0D+00  2.3D-03  7.279D-08  1.656D-11
   94  105     0     0  con    0  1.0D+00  2.0D-03  1.068D-08  1.651D-11
   95  106     0     0  con    0  1.0D+00  2.4D-04  7.184D-10  1.651D-11
   96  107     0     0  con    0  1.0D+00  3.5D-06  1.151D-10  1.651D-11
   97  108     0     0  con    0  1.0D+00  6.3D-07  4.563D-12  1.651D-11
   98  109     0     0  con    0  1.0D+00  4.0D-07  1.010D-12  1.651D-11
   99  110     0     0  con    0  1.0D+00  1.8D-08  1.141D-12  1.651D-11
  100  111     0     0  con    0  1.0D+00  2.5D-07  3.054D-13  1.651D-11
  101  116     0     0  con    4  1.0D+00  3.4D-07  4.012D-13  1.651D-11
  102  122     0     0  con    5  2.7D-10  1.8D-16  4.015D-13  1.651D-11

CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH             

 Total User time 1.047E+02 seconds.

