RUNNING THE L-BFGS-B CODE

it    = iteration number
nf    = number of function evaluations
nseg  = number of segments explored during the Cauchy search
nact  = number of active bounds at the generalized Cauchy point
sub   = manner in which the subspace minimization terminated:
        con = converged, bnd = a bound was reached
itls  = number of iterations performed in the line search
stepl = step length used
tstep = norm of the displacement (total step)
projg = norm of the projected gradient
f     = function value

           * * *

Machine precision = 2.220D-16
 N =            5     M =           10

   it   nf  nseg  nact  sub  itls  stepl    tstep     projg        f
    0    1     -     -   -     -     -        -     1.382D+02  4.055D+02
    1    2     1     0  ---    0  5.2D-03  1.0D+00  1.008D+02  2.395D+02
    2    3     0     0  con    0  1.0D+00  2.8D+00  2.099D+01  1.678D+01
    3    4     0     0  con    0  1.0D+00  7.2D-01  7.669D+00  3.227D+00
    4    5     0     0  con    0  1.0D+00  4.0D-01  2.570D+00  6.380D-01
    5    6     0     0  con    0  1.0D+00  1.9D-01  1.048D+00  2.008D-01
    6    7     0     0  con    0  1.0D+00  1.3D-01  4.836D-01  7.713D-02
    7    8     0     0  con    0  1.0D+00  1.1D-01  2.230D-01  2.868D-02
    8    9     0     0  con    0  1.0D+00  9.7D-02  9.685D-02  1.018D-02
    9   10     0     0  con    0  1.0D+00  7.5D-02  4.294D-02  3.958D-03
   10   11     0     0  con    0  1.0D+00  6.0D-02  1.792D-02  1.752D-03
   11   12     0     0  con    0  1.0D+00  4.6D-02  6.440D-03  1.020D-03
   12   13     0     0  con    0  1.0D+00  4.0D-02  4.421D-03  7.115D-04
   13   14     0     0  con    0  1.0D+00  6.4D-02  3.055D-03  4.138D-04
   14   15     0     0  con    0  1.0D+00  1.1D-01  3.953D-03  2.892D-04
   15   16     0     0  con    0  1.0D+00  3.9D-02  7.323D-04  2.322D-04
   16   17     0     0  con    0  1.0D+00  1.4D-02  4.526D-04  2.215D-04
   17   18     0     0  con    0  1.0D+00  2.3D-02  3.983D-04  2.122D-04
   18   19     0     0  con    0  1.0D+00  2.2D-02  3.221D-04  2.049D-04
   19   20     0     0  con    0  1.0D+00  7.4D-02  1.156D-03  1.874D-04
   20   21     0     0  con    0  1.0D+00  1.2D-01  1.868D-03  1.626D-04
   21   22     0     0  con    0  1.0D+00  3.5D-01  2.125D-03  8.830D-05
   22   24     0     0  con    1  2.5D-01  3.3D-01  1.309D-03  3.600D-05
   23   25     0     0  con    0  1.0D+00  9.7D-02  7.595D-04  6.675D-06
   24   27     0     0  con    1  3.7D-01  5.5D-02  2.935D-04  1.248D-06
   25   28     0     0  con    0  1.0D+00  2.2D-02  2.146D-05  4.424D-07
   26   29     0     0  con    0  1.0D+00  2.8D-03  1.108D-05  4.192D-07
   27   30     0     0  con    0  1.0D+00  9.2D-05  3.889D-06  4.187D-07
   28   31     0     0  con    0  1.0D+00  4.4D-04  3.114D-06  4.184D-07
   29   32     0     0  con    0  1.0D+00  3.2D-04  3.838D-06  4.183D-07
   30   33     0     0  con    0  1.0D+00  2.9D-04  5.596D-06  4.180D-07
   31   34     0     0  con    0  1.0D+00  2.9D-03  1.572D-05  4.149D-07
   32   35     0     0  con    0  1.0D+00  5.1D-03  2.437D-05  4.101D-07
   33   36     0     0  con    0  1.0D+00  1.3D-02  3.269D-05  3.997D-07
   34   37     0     0  con    0  1.0D+00  1.7D-02  2.799D-05  3.879D-07
   35   38     0     0  con    0  1.0D+00  1.2D-02  9.477D-06  3.808D-07
   36   39     0     0  con    0  1.0D+00  2.0D-03  8.251D-07  3.796D-07
