  2.155172E-04 -2.447767E-01
  2.181681E-04 -2.447767E-01
  2.208516E-04 -2.447767E-01
  2.235680E-04 -2.447767E-01
  2.263179E-04 -2.447767E-01
  2.291016E-04 -2.447767E-01
  2.319196E-04 -2.447767E-01
  2.347722E-04 -2.447767E-01
  2.376599E-04 -2.447767E-01
  2.405831E-04 -2.447767E-01
  2.435423E-04 -2.447767E-01
  2.465379E-04 -2.447767E-01
  2.495703E-04 -2.447767E-01
  2.526400E-04 -2.447767E-01
  2.557475E-04 -2.447767E-01
  2.588932E-04 -2.447767E-01
  2.620775E-04 -2.447767E-01
  2.653011E-04 -2.447768E-01
  2.685643E-04 -2.447768E-01
  2.718676E-04 -2.447768E-01
  2.752116E-04 -2.447768E-01
  2.785967E-04 -2.447768E-01
  2.820235E-04 -2.447768E-01
  2.854923E-04 -2.447768E-01
  2.890039E-04 -2.447768E-01
  2.925586E-04 -2.447768E-01
  2.961571E-04 -2.447768E-01
  2.997999E-04 -2.447768E-01
  3.034874E-04 -2.447768E-01
  3.072203E-04 -2.447768E-01
  3.109991E-04 -2.447768E-01
  3.148244E-04 -2.447768E-01
  3.186967E-04 -2.447768E-01
  3.226167E-04 -2.447768E-01
  3.265849E-04 -2.447768E-01
  3.306019E-04 -2.447768E-01
  3.346683E-04 -2.447768E-01
  3.387847E-04 -2.447768E-01
  3.429517E-04 -2.447768E-01
  3.471701E-04 -2.447768E-01
  3.514402E-04 -2.447768E-01
  3.557630E-04 -2.447768E-01
  3.601388E-04 -2.447768E-01
  3.645686E-04 -2.447768E-01
  3.690527E-04 -2.447768E-01
  3.735921E-04 -2.447768E-01
  3.781873E-04 -2.447768E-01
  3.828390E-04 -2.447768E-01
  3.875479E-04 -2.447768E-01
  3.923147E-04 -2.447768E-01
  3.971402E-04 -2.447768E-01
  4.020250E-04 -2.447768E-01
  4.069699E-04 -2.447768E-01
  4.119757E-04 -2.447769E-01
  4.170430E-04 -2.447769E-01
  4.221726E-04 -2.447769E-01
  4.273653E-04 -2.447769E-01
  4.326219E-04 -2.447769E-01
  4.379432E-04 -2.447769E-01
  4.433299E-04 -2.447769E-01
  4.487828E-04 -2.447769E-01
  4.543029E-04 -2.447769E-01
  4.598908E-04 -2.447769E-01
  4.655474E-04 -2.447769E-01
  4.712737E-04 -2.447769E-01
  4.770703E-04 -2.447769E-01
  4.829383E-04 -2.447769E-01
  4.888784E-04 -2.447769E-01
  4.948916E-04 -2.447770E-01
  5.009788E-04 -2.447770E-01
