  1.524390E-04  1.962558E+01
  1.562043E-04  1.962559E+01
  1.600625E-04  1.962559E+01
  1.640161E-04  1.962559E+01
  1.680673E-04  1.962561E+01
  1.722185E-04  1.962563E+01
  1.764723E-04  1.962565E+01
  1.808312E-04  1.962568E+01
  1.852977E-04  1.962570E+01
  1.898746E-04  1.962572E+01
  1.945645E-04  1.962575E+01
  1.993702E-04  1.962577E+01
  2.042947E-04  1.962580E+01
  2.093407E-04  1.962583E+01
  2.145114E-04  1.962586E+01
  2.198099E-04  1.962589E+01
  2.252392E-04  1.962592E+01
  2.308026E-04  1.962595E+01
  2.365034E-04  1.962598E+01
  2.423450E-04  1.962602E+01
  2.483310E-04  1.962605E+01
  2.544647E-04  1.962609E+01
  2.607500E-04  1.962613E+01
  2.671905E-04  1.962617E+01
  2.737902E-04  1.962622E+01
  2.805528E-04  1.962626E+01
  2.874824E-04  1.962631E+01
  2.945832E-04  1.962636E+01
  3.018594E-04  1.962641E+01
  3.093154E-04  1.962646E+01
  3.169555E-04  1.962652E+01
  3.247843E-04  1.962658E+01
  3.328064E-04  1.962664E+01
  3.410268E-04  1.962670E+01
  3.494501E-04  1.962677E+01
  3.580815E-04  1.962684E+01
  3.669262E-04  1.962691E+01
  3.759892E-04  1.962699E+01
  3.852762E-04  1.962707E+01
  3.947925E-04  1.962716E+01
  4.045439E-04  1.962724E+01
  4.145361E-04  1.962734E+01
  4.247751E-04  1.962744E+01
  4.352671E-04  1.962754E+01
  4.460182E-04  1.962765E+01
  4.570348E-04  1.962776E+01
  4.683236E-04  1.962788E+01
  4.798912E-04  1.962800E+01
  4.917445E-04  1.962813E+01
  5.038906E-04  1.962827E+01
  5.163367E-04  1.962841E+01
  5.290902E-04  1.962856E+01
  5.421587E-04  1.962872E+01
  5.555500E-04  1.962888E+01
  5.692721E-04  1.962905E+01
  5.833331E-04  1.962924E+01
  5.977415E-04  1.962943E+01
  6.125057E-04  1.962963E+01
  6.276346E-04  1.962984E+01
  6.431372E-04  1.963006E+01
  6.590226E-04  1.963029E+01
  6.753005E-04  1.963053E+01
  6.919804E-04  1.963079E+01
  7.090723E-04  1.963105E+01
  7.265864E-04  1.963134E+01
  7.445331E-04  1.963163E+01
  7.629231E-04  1.963194E+01
  7.817673E-04  1.963226E+01
  8.010769E-04  1.963261E+01
  8.208635E-04  1.963296E+01
  8.411389E-04  1.963334E+01
  8.619150E-04  1.963373E+01
  8.832043E-04  1.963415E+01
  9.050194E-04  1.963458E+01
  9.273734E-04  1.963504E+01
  9.502795E-04  1.963552E+01
  9.737514E-04  1.963602E+01
  9.978031E-04  1.963655E+01
  1.022449E-03  1.963711E+01
  1.047703E-03  1.963769E+01
  1.073582E-03  1.963830E+01
  1.100099E-03  1.963894E+01
  1.127272E-03  1.963961E+01
  1.155115E-03  1.964032E+01
  1.183646E-03  1.964106E+01
  1.212883E-03  1.964184E+01
  1.242841E-03  1.964266E+01
  1.273539E-03  1.964352E+01
  1.304995E-03  1.964442E+01
  1.337229E-03  1.964537E+01
  1.370258E-03  1.964636E+01
  1.404104E-03  1.964741E+01
  1.438785E-03  1.964850E+01
  1.474323E-03  1.964965E+01
  1.510739E-03  1.965086E+01
  1.548054E-03  1.965213E+01
  1.586291E-03  1.965346E+01
  1.625472E-03  1.965485E+01
  1.665621E-03  1.965632E+01
  1.706762E-03  1.965786E+01
  1.748919E-03  1.965948E+01
  1.792118E-03  1.966117E+01
  1.836383E-03  1.966295E+01
  1.881742E-03  1.966482E+01
  1.928221E-03  1.966678E+01
  1.975848E-03  1.966884E+01
  2.024651E-03  1.967101E+01
  2.074660E-03  1.967328E+01
  2.125904E-03  1.967566E+01
  2.178414E-03  1.967816E+01
  2.232221E-03  1.968078E+01
  2.287357E-03  1.968354E+01
  2.343854E-03  1.968643E+01
  2.401748E-03  1.968946E+01
  2.461071E-03  1.969265E+01
  2.521859E-03  1.969599E+01
  2.584149E-03  1.969950E+01
  2.647978E-03  1.970318E+01
  2.713383E-03  1.970704E+01
  2.780403E-03  1.971110E+01
  2.849079E-03  1.971535E+01
  2.919451E-03  1.971982E+01
  2.991562E-03  1.972450E+01
  3.065453E-03  1.972941E+01
  3.141170E-03  1.973457E+01
  3.218757E-03  1.973998E+01
  3.298260E-03  1.974566E+01
  3.379727E-03  1.975161E+01
  3.463207E-03  1.975786E+01
  3.548748E-03  1.976441E+01
  3.636402E-03  1.977128E+01
  3.726221E-03  1.977848E+01
  3.818259E-03  1.978604E+01
  3.912570E-03  1.979397E+01
  4.009210E-03  1.980228E+01
  4.108238E-03  1.981099E+01
  4.209711E-03  1.982013E+01
  4.313691E-03  1.982971E+01
  4.420239E-03  1.983974E+01
  4.529419E-03  1.985027E+01
  4.641296E-03  1.986129E+01
  4.755936E-03  1.987284E+01
  4.873407E-03  1.988495E+01
  4.993780E-03  1.989763E+01
  5.117127E-03  1.991091E+01
  5.243520E-03  1.992482E+01
  5.373035E-03  1.993938E+01
  5.505749E-03  1.995462E+01
  5.641741E-03  1.997058E+01
  5.781092E-03  1.998727E+01
  5.923885E-03  2.000474E+01
  6.070205E-03  2.002301E+01
  6.220139E-03  2.004211E+01
  6.373776E-03  2.006207E+01
  6.531208E-03  2.008294E+01
  6.692529E-03  2.010473E+01
  6.857835E-03  2.012749E+01
  7.027223E-03  2.015125E+01
  7.200796E-03  2.017604E+01
  7.378655E-03  2.020189E+01
  7.560908E-03  2.022884E+01
  7.747662E-03  2.025692E+01
  7.939030E-03  2.028616E+01
  8.135124E-03  2.031659E+01
  8.336061E-03  2.034823E+01
  8.541962E-03  2.038111E+01
  8.752948E-03  2.041526E+01
  8.969146E-03  2.045068E+01
  9.190684E-03  2.048740E+01
  9.417694E-03  2.052542E+01
  9.650311E-03  2.056475E+01
  9.888674E-03  2.060539E+01
  1.013292E-02  2.064731E+01
  1.038321E-02  2.069052E+01
  1.063967E-02  2.073497E+01
  1.090247E-02  2.078064E+01
  1.117176E-02  2.082746E+01
  1.144771E-02  2.087538E+01
  1.173046E-02  2.092432E+01
  1.202021E-02  2.097418E+01
  1.231711E-02  2.102486E+01
  1.262134E-02  2.107623E+01
  1.293309E-02  2.112813E+01
  1.325253E-02  2.118041E+01
  1.357987E-02  2.123287E+01
  1.391529E-02  2.128530E+01
  1.425900E-02  2.133747E+01
  1.461120E-02  2.138913E+01
  1.497209E-02  2.143999E+01
  1.534191E-02  2.148977E+01
  1.572085E-02  2.153815E+01
  1.610916E-02  2.158480E+01
  1.650705E-02  2.162937E+01
  1.691478E-02  2.167150E+01
  1.733257E-02  2.171084E+01
  1.776069E-02  2.174703E+01
  1.819937E-02  2.177970E+01
  1.864890E-02  2.180850E+01
  1.910953E-02  2.183311E+01
  1.958153E-02  2.185323E+01
  2.006520E-02  2.186856E+01
  2.056081E-02  2.187887E+01
  2.106866E-02  2.188397E+01
  2.158905E-02  2.188369E+01
  2.212230E-02  2.187794E+01
  2.266872E-02  2.186667E+01
  2.322864E-02  2.184989E+01
  2.380239E-02  2.182767E+01
  2.439031E-02  2.180013E+01
  2.499275E-02  2.176745E+01
  2.561007E-02  2.172985E+01
  2.624264E-02  2.168761E+01
  2.689083E-02  2.164105E+01
  2.755504E-02  2.159051E+01
  2.823564E-02  2.153637E+01
  2.893307E-02  2.147903E+01
  2.964771E-02  2.141890E+01
  3.038001E-02  2.135639E+01
  3.113040E-02  2.129193E+01
  3.189932E-02  2.122594E+01
  3.268723E-02  2.115881E+01
  3.349461E-02  2.109094E+01
  3.432192E-02  2.102269E+01
  3.516967E-02  2.095441E+01
  3.603836E-02  2.088644E+01
  3.692851E-02  2.081906E+01
  3.784065E-02  2.075254E+01
  3.877531E-02  2.068712E+01
  3.973306E-02  2.062302E+01
  4.071447E-02  2.056042E+01
  4.172011E-02  2.049947E+01
  4.275060E-02  2.044030E+01
  4.380654E-02  2.038301E+01
  4.488856E-02  2.032768E+01
  4.599731E-02  2.027436E+01
  4.713344E-02  2.022307E+01
  4.829764E-02  2.017383E+01
  4.949059E-02  2.012662E+01
  5.071301E-02  2.008141E+01
  5.196562E-02  2.003817E+01
  5.324917E-02  1.999683E+01
  5.456443E-02  1.995732E+01
  5.591217E-02  1.991956E+01
  5.729320E-02  1.988345E+01
  5.870834E-02  1.984889E+01
  6.015844E-02  1.981577E+01
  6.164435E-02  1.978398E+01
